record_id,path_id,hierarchy_path,review_required,review_reason,status,error
76074,V3_097,Production > Feed and nutrition > Feed additives and supplements,FALSE,,completed,NA
76074,V3_098,Production > Feed and nutrition > Nutrient requirements and feed formulation,FALSE,,completed,NA
76074,V3_099,Production > Feed and nutrition > Feeding strategies and appetite,FALSE,,completed,NA
76074,V3_100,Production > Feed and nutrition > Digestibility and nutrient utilisation,FALSE,,completed,NA
76074,V3_101,Production > Feed and nutrition > Feed efficiency and conversion,FALSE,,completed,NA
76074,V3_112,Production > Fish performance and biology > Growth and development,FALSE,,completed,NA
76080,NA,NA,TRUE,"Only a species name (title) was provided; no abstract or substantive content to identify objectives, interventions, exposures, outcomes, or applications. Classification requires more information.",completed,NA
83246,NA,NA,TRUE,"Insufficient information—only a title provided with no abstract or substantive content. Cannot identify any specific objective, intervention, exposure, outcome, or application to map to the listed categories.",completed,NA
76127,NA,NA,TRUE,No abstract content provided (only title 'Introduction'); insufficient information to assign any substantive topic paths.,completed,NA
82402,V3_001,Environment > General environmental issues > Multiple or general environmental impacts,FALSE,,completed,NA
82402,V3_021,Industry and governance > Sector development > History and regional development,FALSE,,completed,NA
82402,V3_032,Industry and governance > Governance and policy > Policy and regulation,FALSE,,completed,NA
82402,V3_035,"Industry and governance > Governance and policy > Compliance, enforcement and participation",FALSE,,completed,NA
82402,V3_121,Production > Fish health > Other diseases - Epidemiology,FALSE,,completed,NA
83362,V3_014,Environment > Wild populations and ecosystems > Parasite and pathogen transmission,TRUE,"Title clearly indicates sea-lice development and dispersal (fits sea lice epidemiology). Dispersal may also imply transmission risk to wild populations, but the abstract is not provided to confirm scope or whether spillover to wild hosts was assessed; please verify whether the study explicitly addresses pathogen transmission to wild fish.",completed,NA
83362,V3_116,Production > Fish health > Sea lice epidemiology,TRUE,"Title clearly indicates sea-lice development and dispersal (fits sea lice epidemiology). Dispersal may also imply transmission risk to wild populations, but the abstract is not provided to confirm scope or whether spillover to wild hosts was assessed; please verify whether the study explicitly addresses pathogen transmission to wild fish.",completed,NA
76740,NA,NA,TRUE,"No substantive abstract content—only bibliographic/book listing. Cannot determine any specific objectives, interventions, exposures, outcomes, or applications from title alone.",completed,NA
76741,NA,NA,TRUE,Record contains only a title with no abstract or content. Insufficient information to substantively assign any specific three-level topic paths without guessing.,completed,NA
76747,NA,NA,TRUE,Only the title ('The Faroe Islands') is provided and no abstract or substantive content; topic(s) cannot be determined from the title alone.,completed,NA
76782,V3_038,Inputs and resources > Feed-resource supply > Novel feed resources,FALSE,,completed,NA
76782,V3_097,Production > Feed and nutrition > Feed additives and supplements,FALSE,,completed,NA
76874,V3_046,Methods > Methodological research > Diagnostic and laboratory methods,FALSE,,completed,NA
76874,V3_116,Production > Fish health > Sea lice epidemiology,FALSE,,completed,NA
76937,V3_068,People and society > Culture and knowledge > Public discourse and representation,FALSE,,completed,NA
76937,V3_086,"Product > Consumers and consumption > Perceptions, knowledge and trust",FALSE,,completed,NA
83425,V3_032,Industry and governance > Governance and policy > Policy and regulation,TRUE,"Only the title is provided (no abstract). Assignments are inferred from an inquiry submissions document (likely policy, licensing, public participation and public discourse) but content is ambiguous — human review recommended to confirm topics covered.",completed,NA
83425,V3_033,Industry and governance > Governance and policy > Licensing and spatial governance,TRUE,"Only the title is provided (no abstract). Assignments are inferred from an inquiry submissions document (likely policy, licensing, public participation and public discourse) but content is ambiguous — human review recommended to confirm topics covered.",completed,NA
83425,V3_035,"Industry and governance > Governance and policy > Compliance, enforcement and participation",TRUE,"Only the title is provided (no abstract). Assignments are inferred from an inquiry submissions document (likely policy, licensing, public participation and public discourse) but content is ambiguous — human review recommended to confirm topics covered.",completed,NA
83425,V3_068,People and society > Culture and knowledge > Public discourse and representation,TRUE,"Only the title is provided (no abstract). Assignments are inferred from an inquiry submissions document (likely policy, licensing, public participation and public discourse) but content is ambiguous — human review recommended to confirm topics covered.",completed,NA
77086,V3_120,Production > Fish health > Other diseases - General,TRUE,"Only the article title ('Infectious salmon anemia') was provided with no abstract or details; classification to the general diseases category is plausible but scope (epidemiology, diagnosis, treatment, etc.) is unclear and should be reviewed.",completed,NA
83439,V3_124,Production > Fish health > Non-infectious disease and disorders,TRUE,"Only the title was provided (no abstract). Assignments inferred from title referring to jellyfish interactions; these should be confirmed against the full abstract/text for specific outcomes (e.g. welfare impacts, morbidity/mortality) and any additional topics (monitoring, environmental drivers).",completed,NA
83439,V3_126,Production > Fish welfare > Welfare risks and consequences,TRUE,"Only the title was provided (no abstract). Assignments inferred from title referring to jellyfish interactions; these should be confirmed against the full abstract/text for specific outcomes (e.g. welfare impacts, morbidity/mortality) and any additional topics (monitoring, environmental drivers).",completed,NA
83439,V3_129,Production > Stress and mortality > Mortality and survival,TRUE,"Only the title was provided (no abstract). Assignments inferred from title referring to jellyfish interactions; these should be confirmed against the full abstract/text for specific outcomes (e.g. welfare impacts, morbidity/mortality) and any additional topics (monitoring, environmental drivers).",completed,NA
83439,V3_133,Environment > Environmental stressors > Natural biological hazards,TRUE,"Only the title was provided (no abstract). Assignments inferred from title referring to jellyfish interactions; these should be confirmed against the full abstract/text for specific outcomes (e.g. welfare impacts, morbidity/mortality) and any additional topics (monitoring, environmental drivers).",completed,NA
77140,V3_019,Environment > Environmental management > Monitoring and assessment,TRUE,"Only the title is available ('Veterinary health plan for farmed salmon'); assignment inferred from likely content (disease prevention/treatment, biosecurity, monitoring, general fish health). Full abstract needed to confirm applicability and add/remove categories.",completed,NA
77140,V3_088,Production > Fish health > General fish health,TRUE,"Only the title is available ('Veterinary health plan for farmed salmon'); assignment inferred from likely content (disease prevention/treatment, biosecurity, monitoring, general fish health). Full abstract needed to confirm applicability and add/remove categories.",completed,NA
77140,V3_105,Production > Husbandry and farm management > Biosecurity and farm hygiene,TRUE,"Only the title is available ('Veterinary health plan for farmed salmon'); assignment inferred from likely content (disease prevention/treatment, biosecurity, monitoring, general fish health). Full abstract needed to confirm applicability and add/remove categories.",completed,NA
77140,V3_122,Production > Fish health > Other diseases - Prevention and treatment,TRUE,"Only the title is available ('Veterinary health plan for farmed salmon'); assignment inferred from likely content (disease prevention/treatment, biosecurity, monitoring, general fish health). Full abstract needed to confirm applicability and add/remove categories.",completed,NA
77167,V3_089,Production > Breeding and reproduction > Selective breeding and genetic improvement,FALSE,,completed,NA
77296,V3_120,Production > Fish health > Other diseases - General,FALSE,,completed,NA
77296,V3_121,Production > Fish health > Other diseases - Epidemiology,FALSE,,completed,NA
83472,NA,NA,TRUE,Only a title is provided ('Hard to swallow: a brief history of food') with no abstract or specific content on farmed salmon/trout or aquaculture topics; insufficient information to assign any substantive topic paths.,completed,NA
77404,V3_046,Methods > Methodological research > Diagnostic and laboratory methods,FALSE,,completed,NA
77481,NA,NA,TRUE,Only a title ('Something smells fishy') was provided with no abstract or substantive details. Ambiguous phrasing could imply sensory/off-flavour issues but there is insufficient information to assign a specific hierarchy path. Please provide the full abstract or more context.,completed,NA
77559,NA,NA,TRUE,No abstract or substantive content provided—only the title 'Salmon Farming'. Insufficient information to assign any specific hierarchy paths.,completed,NA
77623,V3_071,Product > General product issues > Multiple or general product attributes,FALSE,,completed,NA
77623,V3_072,Product > Composition and nutritional value > Nutritional composition,FALSE,,completed,NA
77623,V3_073,Product > Composition and nutritional value > Contaminants and residues,FALSE,,completed,NA
77623,V3_074,Product > Fillet and carcass quality > Physical and visual quality,FALSE,,completed,NA
77623,V3_075,Product > Fillet and carcass quality > Yield and body composition,FALSE,,completed,NA
