record_id,path_id,hierarchy_path,review_required,review_reason,status,error
82419,V3_056,People and society > Communities and livelihoods > Livelihoods and income,TRUE,"Only the article title was provided (no abstract text). Assignments are inferred from the title referencing the Chilean salmon industry crisis and capitalist/economic framing; full abstract may reveal additional or different environmental, governance or social emphases.",completed,NA
82778,V3_032,Industry and governance > Governance and policy > Policy and regulation,TRUE,"Only a title provided with no abstract or details. Classification based on title interpretation that this is an administrative/policy subprogram; more content needed to confirm and identify any additional applicable categories (e.g. licensing, sector development, compliance).",completed,NA
82838,V3_021,Industry and governance > Sector development > History and regional development,TRUE,Only the article title is provided (no abstract or content). Assignment based on likely regional/sector focus; additional content needed to confirm and identify other applicable categories.,completed,NA
82856,V3_047,Methods > Methodological research > Monitoring and sampling methods,TRUE,"Only the title was provided (no abstract/methods/results). Assignments inferred from a 2-year survey of gills (anatomy/tissues, fish-health surveillance and monitoring); please review with full text for confirmation.",completed,NA
82856,V3_088,Production > Fish health > General fish health,TRUE,"Only the title was provided (no abstract/methods/results). Assignments inferred from a 2-year survey of gills (anatomy/tissues, fish-health surveillance and monitoring); please review with full text for confirmation.",completed,NA
82856,V3_114,Production > Fish performance and biology > Anatomy and tissues,TRUE,"Only the title was provided (no abstract/methods/results). Assignments inferred from a 2-year survey of gills (anatomy/tissues, fish-health surveillance and monitoring); please review with full text for confirmation.",completed,NA
82856,V3_121,Production > Fish health > Other diseases - Epidemiology,TRUE,"Only the title was provided (no abstract/methods/results). Assignments inferred from a 2-year survey of gills (anatomy/tissues, fish-health surveillance and monitoring); please review with full text for confirmation.",completed,NA
82963,NA,NA,TRUE,Only title provided ('Return to the seas') with no abstract or substantive content — insufficient information to assign any specific hierarchy paths. Please provide the abstract or more details.,completed,NA
74969,NA,NA,TRUE,Only the article title was provided with no abstract or substantive content; cannot determine applicable topics from title alone.,completed,NA
75097,V3_021,Industry and governance > Sector development > History and regional development,TRUE,"Only the title was provided and no abstract/content; socio-spatial framing suggests regional development, livelihoods and cultural/discourse aspects but scope is ambiguous. Recommend human review to confirm which social dimensions the paper addresses.",completed,NA
75097,V3_056,People and society > Communities and livelihoods > Livelihoods and income,TRUE,"Only the title was provided and no abstract/content; socio-spatial framing suggests regional development, livelihoods and cultural/discourse aspects but scope is ambiguous. Recommend human review to confirm which social dimensions the paper addresses.",completed,NA
75097,V3_057,People and society > Communities and livelihoods > Local and rural development,TRUE,"Only the title was provided and no abstract/content; socio-spatial framing suggests regional development, livelihoods and cultural/discourse aspects but scope is ambiguous. Recommend human review to confirm which social dimensions the paper addresses.",completed,NA
75097,V3_066,"People and society > Culture and knowledge > Culture, identity and traditions",TRUE,"Only the title was provided and no abstract/content; socio-spatial framing suggests regional development, livelihoods and cultural/discourse aspects but scope is ambiguous. Recommend human review to confirm which social dimensions the paper addresses.",completed,NA
75097,V3_068,People and society > Culture and knowledge > Public discourse and representation,TRUE,"Only the title was provided and no abstract/content; socio-spatial framing suggests regional development, livelihoods and cultural/discourse aspects but scope is ambiguous. Recommend human review to confirm which social dimensions the paper addresses.",completed,NA
75302,NA,NA,TRUE,"Only a brief title ('Shrimp and Salmon Farming') was provided with no abstract or substantive detail about objectives, interventions, exposures, outcomes, or applications. Cannot reliably assign any specific three-level paths without additional information.",completed,NA
75303,V3_021,Industry and governance > Sector development > History and regional development,TRUE,"Only the article title was provided (no abstract). Assignments are based on the title's emphasis on ‘farming’ as a sector-level example and the phrase ‘mass market’ suggesting markets, value chains and retail; however the lack of abstract limits certainty and other relevant categories may apply.",completed,NA
75303,V3_028,"Industry and governance > Markets, trade and value chains > Supply, demand and prices",TRUE,"Only the article title was provided (no abstract). Assignments are based on the title's emphasis on ‘farming’ as a sector-level example and the phrase ‘mass market’ suggesting markets, value chains and retail; however the lack of abstract limits certainty and other relevant categories may apply.",completed,NA
75303,V3_030,"Industry and governance > Markets, trade and value chains > Value chains and supply chains",TRUE,"Only the article title was provided (no abstract). Assignments are based on the title's emphasis on ‘farming’ as a sector-level example and the phrase ‘mass market’ suggesting markets, value chains and retail; however the lack of abstract limits certainty and other relevant categories may apply.",completed,NA
75303,V3_031,"Industry and governance > Markets, trade and value chains > Retail, branding and marketing",TRUE,"Only the article title was provided (no abstract). Assignments are based on the title's emphasis on ‘farming’ as a sector-level example and the phrase ‘mass market’ suggesting markets, value chains and retail; however the lack of abstract limits certainty and other relevant categories may apply.",completed,NA
83233,V3_021,Industry and governance > Sector development > History and regional development,TRUE,"Only the article title was available. The selected paths are plausible given an analysis of the 'potential and constraints' of Norwegian salmon aquaculture, but the abstract/full text is needed to confirm which of these topics are substantively addressed.",completed,NA
83233,V3_022,Industry and governance > Sector development > Innovation and technological transition,TRUE,"Only the article title was available. The selected paths are plausible given an analysis of the 'potential and constraints' of Norwegian salmon aquaculture, but the abstract/full text is needed to confirm which of these topics are substantively addressed.",completed,NA
83233,V3_024,Industry and governance > Firms and industry structure > Business strategy and investment,TRUE,"Only the article title was available. The selected paths are plausible given an analysis of the 'potential and constraints' of Norwegian salmon aquaculture, but the abstract/full text is needed to confirm which of these topics are substantively addressed.",completed,NA
83233,V3_025,Industry and governance > Economics and performance > Costs and profitability,TRUE,"Only the article title was available. The selected paths are plausible given an analysis of the 'potential and constraints' of Norwegian salmon aquaculture, but the abstract/full text is needed to confirm which of these topics are substantively addressed.",completed,NA
83233,V3_026,Industry and governance > Economics and performance > Productivity and economic efficiency,TRUE,"Only the article title was available. The selected paths are plausible given an analysis of the 'potential and constraints' of Norwegian salmon aquaculture, but the abstract/full text is needed to confirm which of these topics are substantively addressed.",completed,NA
83233,V3_028,"Industry and governance > Markets, trade and value chains > Supply, demand and prices",TRUE,"Only the article title was available. The selected paths are plausible given an analysis of the 'potential and constraints' of Norwegian salmon aquaculture, but the abstract/full text is needed to confirm which of these topics are substantively addressed.",completed,NA
83233,V3_030,"Industry and governance > Markets, trade and value chains > Value chains and supply chains",TRUE,"Only the article title was available. The selected paths are plausible given an analysis of the 'potential and constraints' of Norwegian salmon aquaculture, but the abstract/full text is needed to confirm which of these topics are substantively addressed.",completed,NA
83233,V3_032,Industry and governance > Governance and policy > Policy and regulation,TRUE,"Only the article title was available. The selected paths are plausible given an analysis of the 'potential and constraints' of Norwegian salmon aquaculture, but the abstract/full text is needed to confirm which of these topics are substantively addressed.",completed,NA
76068,V3_116,Production > Fish health > Sea lice epidemiology,TRUE,"The paper is molecular characterization of salmon louse genes; V3_116 (sea lice) is directly relevant, but it also fits general pathogen biology (V3_120). Please confirm both assignments are appropriate.",completed,NA
76068,V3_120,Production > Fish health > Other diseases - General,TRUE,"The paper is molecular characterization of salmon louse genes; V3_116 (sea lice) is directly relevant, but it also fits general pathogen biology (V3_120). Please confirm both assignments are appropriate.",completed,NA
76080,NA,NA,TRUE,"Only a species name (title) was provided; no abstract or substantive content to identify objectives, interventions, exposures, outcomes, or applications. Classification requires more information.",completed,NA
83246,NA,NA,TRUE,"Insufficient information—only a title provided with no abstract or substantive content. Cannot identify any specific objective, intervention, exposure, outcome, or application to map to the listed categories.",completed,NA
76127,NA,NA,TRUE,No abstract content provided (only title 'Introduction'); insufficient information to assign any substantive topic paths.,completed,NA
83362,V3_014,Environment > Wild populations and ecosystems > Parasite and pathogen transmission,TRUE,"Title clearly indicates sea-lice development and dispersal (fits sea lice epidemiology). Dispersal may also imply transmission risk to wild populations, but the abstract is not provided to confirm scope or whether spillover to wild hosts was assessed; please verify whether the study explicitly addresses pathogen transmission to wild fish.",completed,NA
83362,V3_116,Production > Fish health > Sea lice epidemiology,TRUE,"Title clearly indicates sea-lice development and dispersal (fits sea lice epidemiology). Dispersal may also imply transmission risk to wild populations, but the abstract is not provided to confirm scope or whether spillover to wild hosts was assessed; please verify whether the study explicitly addresses pathogen transmission to wild fish.",completed,NA
76740,NA,NA,TRUE,"No substantive abstract content—only bibliographic/book listing. Cannot determine any specific objectives, interventions, exposures, outcomes, or applications from title alone.",completed,NA
76741,NA,NA,TRUE,Record contains only a title with no abstract or content. Insufficient information to substantively assign any specific three-level topic paths without guessing.,completed,NA
76747,NA,NA,TRUE,Only the title ('The Faroe Islands') is provided and no abstract or substantive content; topic(s) cannot be determined from the title alone.,completed,NA
83425,V3_032,Industry and governance > Governance and policy > Policy and regulation,TRUE,"Only the title is provided (no abstract). Assignments are inferred from an inquiry submissions document (likely policy, licensing, public participation and public discourse) but content is ambiguous — human review recommended to confirm topics covered.",completed,NA
83425,V3_033,Industry and governance > Governance and policy > Licensing and spatial governance,TRUE,"Only the title is provided (no abstract). Assignments are inferred from an inquiry submissions document (likely policy, licensing, public participation and public discourse) but content is ambiguous — human review recommended to confirm topics covered.",completed,NA
83425,V3_035,"Industry and governance > Governance and policy > Compliance, enforcement and participation",TRUE,"Only the title is provided (no abstract). Assignments are inferred from an inquiry submissions document (likely policy, licensing, public participation and public discourse) but content is ambiguous — human review recommended to confirm topics covered.",completed,NA
83425,V3_068,People and society > Culture and knowledge > Public discourse and representation,TRUE,"Only the title is provided (no abstract). Assignments are inferred from an inquiry submissions document (likely policy, licensing, public participation and public discourse) but content is ambiguous — human review recommended to confirm topics covered.",completed,NA
77086,V3_120,Production > Fish health > Other diseases - General,TRUE,"Only the article title ('Infectious salmon anemia') was provided with no abstract or details; classification to the general diseases category is plausible but scope (epidemiology, diagnosis, treatment, etc.) is unclear and should be reviewed.",completed,NA
83439,V3_124,Production > Fish health > Non-infectious disease and disorders,TRUE,"Only the title was provided (no abstract). Assignments inferred from title referring to jellyfish interactions; these should be confirmed against the full abstract/text for specific outcomes (e.g. welfare impacts, morbidity/mortality) and any additional topics (monitoring, environmental drivers).",completed,NA
83439,V3_126,Production > Fish welfare > Welfare risks and consequences,TRUE,"Only the title was provided (no abstract). Assignments inferred from title referring to jellyfish interactions; these should be confirmed against the full abstract/text for specific outcomes (e.g. welfare impacts, morbidity/mortality) and any additional topics (monitoring, environmental drivers).",completed,NA
83439,V3_129,Production > Stress and mortality > Mortality and survival,TRUE,"Only the title was provided (no abstract). Assignments inferred from title referring to jellyfish interactions; these should be confirmed against the full abstract/text for specific outcomes (e.g. welfare impacts, morbidity/mortality) and any additional topics (monitoring, environmental drivers).",completed,NA
83439,V3_133,Environment > Environmental stressors > Natural biological hazards,TRUE,"Only the title was provided (no abstract). Assignments inferred from title referring to jellyfish interactions; these should be confirmed against the full abstract/text for specific outcomes (e.g. welfare impacts, morbidity/mortality) and any additional topics (monitoring, environmental drivers).",completed,NA
77140,V3_019,Environment > Environmental management > Monitoring and assessment,TRUE,"Only the title is available ('Veterinary health plan for farmed salmon'); assignment inferred from likely content (disease prevention/treatment, biosecurity, monitoring, general fish health). Full abstract needed to confirm applicability and add/remove categories.",completed,NA
77140,V3_088,Production > Fish health > General fish health,TRUE,"Only the title is available ('Veterinary health plan for farmed salmon'); assignment inferred from likely content (disease prevention/treatment, biosecurity, monitoring, general fish health). Full abstract needed to confirm applicability and add/remove categories.",completed,NA
77140,V3_105,Production > Husbandry and farm management > Biosecurity and farm hygiene,TRUE,"Only the title is available ('Veterinary health plan for farmed salmon'); assignment inferred from likely content (disease prevention/treatment, biosecurity, monitoring, general fish health). Full abstract needed to confirm applicability and add/remove categories.",completed,NA
77140,V3_122,Production > Fish health > Other diseases - Prevention and treatment,TRUE,"Only the title is available ('Veterinary health plan for farmed salmon'); assignment inferred from likely content (disease prevention/treatment, biosecurity, monitoring, general fish health). Full abstract needed to confirm applicability and add/remove categories.",completed,NA
83472,NA,NA,TRUE,Only a title is provided ('Hard to swallow: a brief history of food') with no abstract or specific content on farmed salmon/trout or aquaculture topics; insufficient information to assign any substantive topic paths.,completed,NA
77481,NA,NA,TRUE,Only a title ('Something smells fishy') was provided with no abstract or substantive details. Ambiguous phrasing could imply sensory/off-flavour issues but there is insufficient information to assign a specific hierarchy path. Please provide the full abstract or more context.,completed,NA
77559,NA,NA,TRUE,No abstract or substantive content provided—only the title 'Salmon Farming'. Insufficient information to assign any specific hierarchy paths.,completed,NA
84491,V3_099,Production > Feed and nutrition > Feeding strategies and appetite,TRUE,"Abstract text missing; title suggests lipostatic (lipid metabolism/appetite) regulation but scope and measured outcomes are ambiguous. Full abstract/full text needed to confirm and identify any additional applicable categories (e.g. growth, feed formulation, digestibility).",completed,NA
84491,V3_113,"Production > Fish performance and biology > Physiology, metabolism and biological responses",TRUE,"Abstract text missing; title suggests lipostatic (lipid metabolism/appetite) regulation but scope and measured outcomes are ambiguous. Full abstract/full text needed to confirm and identify any additional applicable categories (e.g. growth, feed formulation, digestibility).",completed,NA
83564,NA,NA,TRUE,Only title provided and no abstract or substantive content; cannot determine applicable hierarchy paths from title alone.,completed,NA
78201,NA,NA,TRUE,"Insufficient information—only the title ('Salmon farming') provided with no abstract or substantive details, so no specific three-level path can be confidently assigned.",completed,NA
83615,V3_021,Industry and governance > Sector development > History and regional development,TRUE,"Only the title was provided (no abstract). The title suggests a focus on regional/sector change in British Columbia’s salmon farming industry; classification is tentative and should be confirmed with the full abstract (other categories such as policy, governance, or industry structure may also apply).",completed,NA
78308,V3_066,"People and society > Culture and knowledge > Culture, identity and traditions",TRUE,"Only a title/no abstract text provided. Likely discusses narratives, culture and public discourse about farmed and wild salmon, but other applicable categories (e.g. history, Indigenous knowledge, environmental impacts) are uncertain without full content.",completed,NA
78308,V3_068,People and society > Culture and knowledge > Public discourse and representation,TRUE,"Only a title/no abstract text provided. Likely discusses narratives, culture and public discourse about farmed and wild salmon, but other applicable categories (e.g. history, Indigenous knowledge, environmental impacts) are uncertain without full content.",completed,NA
83636,V3_008,Environment > Physical environment > Hydrodynamics and water flow,TRUE,"Only title provided (no abstract). Assignments inferred from feasibility/site-construction focus (hydrographic area, water supply, land-based systems, licensing, regional development, infrastructure) — please confirm with full text.",completed,NA
83636,V3_021,Industry and governance > Sector development > History and regional development,TRUE,"Only title provided (no abstract). Assignments inferred from feasibility/site-construction focus (hydrographic area, water supply, land-based systems, licensing, regional development, infrastructure) — please confirm with full text.",completed,NA
83636,V3_033,Industry and governance > Governance and policy > Licensing and spatial governance,TRUE,"Only title provided (no abstract). Assignments inferred from feasibility/site-construction focus (hydrographic area, water supply, land-based systems, licensing, regional development, infrastructure) — please confirm with full text.",completed,NA
83636,V3_039,Inputs and resources > Farm inputs > Water supply,TRUE,"Only title provided (no abstract). Assignments inferred from feasibility/site-construction focus (hydrographic area, water supply, land-based systems, licensing, regional development, infrastructure) — please confirm with full text.",completed,NA
83636,V3_042,Inputs and resources > Farm inputs > Infrastructure and equipment,TRUE,"Only title provided (no abstract). Assignments inferred from feasibility/site-construction focus (hydrographic area, water supply, land-based systems, licensing, regional development, infrastructure) — please confirm with full text.",completed,NA
83636,V3_107,Production > Production systems and technology > Land-based and flow-through systems,TRUE,"Only title provided (no abstract). Assignments inferred from feasibility/site-construction focus (hydrographic area, water supply, land-based systems, licensing, regional development, infrastructure) — please confirm with full text.",completed,NA
83675,V3_021,Industry and governance > Sector development > History and regional development,TRUE,"Only the paper title is available (no abstract content). Classification as a sector overview/history and regional development piece (Norway) is plausible, but other substantive topics may be covered in the full text; additional review recommended.",completed,NA
83702,V3_022,Industry and governance > Sector development > Innovation and technological transition,TRUE,"Only the title was available (no abstract). Assignments are plausible but tentative—human review recommended to confirm scope (e.g., whether justice/indigenous issues or other governance themes are addressed).",completed,NA
83702,V3_032,Industry and governance > Governance and policy > Policy and regulation,TRUE,"Only the title was available (no abstract). Assignments are plausible but tentative—human review recommended to confirm scope (e.g., whether justice/indigenous issues or other governance themes are addressed).",completed,NA
83702,V3_068,People and society > Culture and knowledge > Public discourse and representation,TRUE,"Only the title was available (no abstract). Assignments are plausible but tentative—human review recommended to confirm scope (e.g., whether justice/indigenous issues or other governance themes are addressed).",completed,NA
83702,V3_089,Production > Breeding and reproduction > Selective breeding and genetic improvement,TRUE,"Only the title was available (no abstract). Assignments are plausible but tentative—human review recommended to confirm scope (e.g., whether justice/indigenous issues or other governance themes are addressed).",completed,NA
72448,NA,NA,TRUE,No abstract content provided; title only ('Salmon aquaculture') is too general to assign any specific three-level topic paths.,completed,NA
72450,NA,NA,TRUE,Document contains only the title 'Erratum' and no abstract or substantive content; no applicable topic path can be identified.,completed,NA
72468,NA,NA,TRUE,No substantive content provided (title only: 'In This Issue'; abstract empty). Cannot determine any applicable topic paths.,completed,NA
72476,NA,NA,TRUE,No abstract text or substantive information provided (only the title 'Executive summary'); cannot determine applicable topics — human review needed.,completed,NA
72500,V3_023,"Industry and governance > Firms and industry structure > Companies, ownership and concentration",TRUE,"Title-only record — lacks detail on what is being supplied (e.g. equipment, feed, therapeutants) and the context; classification limited to company and supply/trade themes. Recommend reviewing full article for more specific paths (e.g. infrastructure, inputs, or markets).",completed,NA
72500,V3_029,"Industry and governance > Markets, trade and value chains > International trade",TRUE,"Title-only record — lacks detail on what is being supplied (e.g. equipment, feed, therapeutants) and the context; classification limited to company and supply/trade themes. Recommend reviewing full article for more specific paths (e.g. infrastructure, inputs, or markets).",completed,NA
72500,V3_030,"Industry and governance > Markets, trade and value chains > Value chains and supply chains",TRUE,"Title-only record — lacks detail on what is being supplied (e.g. equipment, feed, therapeutants) and the context; classification limited to company and supply/trade themes. Recommend reviewing full article for more specific paths (e.g. infrastructure, inputs, or markets).",completed,NA
72503,NA,NA,TRUE,Only the title ('Salmon Aquaculture in Crisis') was provided with no abstract or details. The title alone is too vague to substantively assign specific three-level topic paths without risking incorrect inferences; please provide the abstract or more content.,completed,NA
78702,V3_001,Environment > General environmental issues > Multiple or general environmental impacts,TRUE,"Only the title is available ('Salmon aquaculture threatens Patagonia'); scope and specific impacts are unclear (could refer to biodiversity loss, pollution, escapes, disease, etc.). Human review recommended to confirm and/or add additional relevant categories.",completed,NA
78702,V3_016,Environment > Wild populations and ecosystems > Biodiversity and ecosystem effects,TRUE,"Only the title is available ('Salmon aquaculture threatens Patagonia'); scope and specific impacts are unclear (could refer to biodiversity loss, pollution, escapes, disease, etc.). Human review recommended to confirm and/or add additional relevant categories.",completed,NA
83768,NA,NA,TRUE,"Only the title is provided (""Coho salmon farming in Puget Sound"") with no abstract or substantive detail. Insufficient information to assign any specific three-level hierarchy paths without risking inference from isolated words or background context.",completed,NA
79073,NA,NA,TRUE,No abstract text or substantive information provided in the record; cannot assign any hierarchy paths.,completed,NA
79248,NA,NA,TRUE,Paper is a taxonomic description of a new annelid species from Western Canada and does not address farmed salmon or rainbow trout topics listed in the hierarchy; no applicable paths.,completed,NA
83853,V3_021,Industry and governance > Sector development > History and regional development,TRUE,"Only the title ('The B.C. Salmon Farming Industry') provided — no abstract or substantive details. Category assignment is conservative (sector history/development). Other industry, governance, market or company categories may also apply but cannot be confirmed without more text.",completed,NA
82368,V3_001,Environment > General environmental issues > Multiple or general environmental impacts,TRUE,"Only the title is available; scope (environmental efficiency) and links to the 2007 ISA outbreak and regulations imply historical/regulatory and environmental footprint topics but the abstract text is missing—please confirm whether the study specifically addresses LCA/GHG, resource-efficiency or broader environmental impacts.",completed,NA
82368,V3_004,"Environment > Resource use and footprint > Energy, greenhouse gases and life-cycle footprint",TRUE,"Only the title is available; scope (environmental efficiency) and links to the 2007 ISA outbreak and regulations imply historical/regulatory and environmental footprint topics but the abstract text is missing—please confirm whether the study specifically addresses LCA/GHG, resource-efficiency or broader environmental impacts.",completed,NA
82368,V3_021,Industry and governance > Sector development > History and regional development,TRUE,"Only the title is available; scope (environmental efficiency) and links to the 2007 ISA outbreak and regulations imply historical/regulatory and environmental footprint topics but the abstract text is missing—please confirm whether the study specifically addresses LCA/GHG, resource-efficiency or broader environmental impacts.",completed,NA
82368,V3_032,Industry and governance > Governance and policy > Policy and regulation,TRUE,"Only the title is available; scope (environmental efficiency) and links to the 2007 ISA outbreak and regulations imply historical/regulatory and environmental footprint topics but the abstract text is missing—please confirm whether the study specifically addresses LCA/GHG, resource-efficiency or broader environmental impacts.",completed,NA
82368,V3_045,Inputs and resources > Circularity > Resource efficiency,TRUE,"Only the title is available; scope (environmental efficiency) and links to the 2007 ISA outbreak and regulations imply historical/regulatory and environmental footprint topics but the abstract text is missing—please confirm whether the study specifically addresses LCA/GHG, resource-efficiency or broader environmental impacts.",completed,NA
84024,V3_023,"Industry and governance > Firms and industry structure > Companies, ownership and concentration",TRUE,"Only the title provided (no abstract text). Assigned paths based on explicit company name (Verlasso) and product wording ('Premium Farmed Salmon', 'Sustainable Salmon Farming'). Other substantive topics (e.g., specific environmental impacts, feed, certification) may be relevant but cannot be determined from the title alone.",completed,NA
84024,V3_071,Product > General product issues > Multiple or general product attributes,TRUE,"Only the title provided (no abstract text). Assigned paths based on explicit company name (Verlasso) and product wording ('Premium Farmed Salmon', 'Sustainable Salmon Farming'). Other substantive topics (e.g., specific environmental impacts, feed, certification) may be relevant but cannot be determined from the title alone.",completed,NA
84025,NA,NA,TRUE,No abstract or substantive content provided—only a title ('Farmed Salmon FAQ | Verlasso'). Cannot reliably assign any specific hierarchy paths from the title alone.,completed,NA
84069,V3_021,Industry and governance > Sector development > History and regional development,TRUE,"Only the article title was available. Classification based on the title (regional farming overview); full abstract/text needed to identify additional substantive topics (e.g. production systems, livelihoods, markets, policy).",completed,NA
84102,V3_019,Environment > Environmental management > Monitoring and assessment,TRUE,"Only the title ('Farmed and wild salmon in Etneelva 2018') was provided with no abstract or details. The title most plausibly indicates a monitoring/assessment of farmed and wild salmon in that river/year, but the study could also address escapes, genetic introgression, disease transfer, or ecological impacts. Human review recommended to confirm appropriate classifications.",completed,NA
84163,NA,NA,TRUE,Only a title is provided (no abstract or substantive content). Cannot reliably assign any specific three-level topic path from the available information.,completed,NA
80842,NA,NA,TRUE,No abstract text provided (only the title 'Salmon Farming Handbook'); insufficient information to assign any substantive three-level topic paths.,completed,NA
80927,V3_032,Industry and governance > Governance and policy > Policy and regulation,TRUE,"Only the title is available (no abstract content). Classification is inferred from the title 'Debating Farmed Salmon Production' and the disciplinary framing; additional text could change applicable categories (e.g. focus on Indigenous rights, licensing, economics, or environmental impacts). Review recommended.",completed,NA
80927,V3_059,People and society > Communities and livelihoods > Conflict and social licence,TRUE,"Only the title is available (no abstract content). Classification is inferred from the title 'Debating Farmed Salmon Production' and the disciplinary framing; additional text could change applicable categories (e.g. focus on Indigenous rights, licensing, economics, or environmental impacts). Review recommended.",completed,NA
