lens_id,historical_decision,model_decision,category,model_reason
"007-054-954-174-879","retain","exclude","conflict","Although Atlantic salmon (Salmo salar) are identified, the study does not establish that the examined fish were farmed or that the research concerns commercial aquaculture; sea cages are mentioned only as a comparison."
"007-479-060-649-920","exclude","retain","conflict","The study explicitly concerns rainbow trout and uses the National Center for Cool and Cold Water Aquaculture broodstock population, establishing aquaculture relevance."
"007-704-838-639-925","exclude","retain","conflict","The study explicitly examines Atlantic salmon domesticated strains and selective breeding, with aquaculture identified in the keywords and affiliations, establishing commercial aquaculture relevance."
"007-886-690-512-433","exclude","retain","conflict","The study explicitly involves reared Atlantic salmon (Salmo salar) yearlings and compares live zooplankton with commercial fry-food pellets in an Aquaculture journal, establishing production-related aquaculture relevance."
"008-273-650-537-921","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) fed diets including commercial feed, establishing eligible species and aquaculture-related production context."
"009-196-768-252-964","exclude","retain","conflict","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) and a controlled feeding trial developing formulated trout feed, establishing aquaculture production relevance."
"009-439-832-035-678","exclude","retain","conflict","Rainbow trout is identified in the keywords, and the study explicitly addresses viral disease and fish-health management in aquaculture."
"009-736-558-069-517","exclude","retain","conflict","The abstract explicitly concerns aquaculture vaccines and uses infectious salmon anemia virus, establishing both aquaculture relevance and an eligible salmon context."
"010-082-628-313-681","retain","exclude","conflict","The record establishes aquaculture relevance but provides no evidence of an eligible salmon or rainbow trout species."
"010-392-450-278-578","retain","exclude","conflict","The record provides no evidence of an eligible salmon or rainbow trout species or a specific commercial aquaculture subject beyond the generic journal title."
"010-674-810-726-713","exclude","retain","conflict","The study explicitly examines juvenile Chinook salmon and salmon diets, with aquaculture relevance supported by the Aquaculture Research journal, aquaculture research affiliation, and commercial feed-company affiliation."
"011-197-338-163-247","retain","exclude","conflict","Although the study explicitly concerns rainbow trout, it is an experimental cardiac study and only mentions farmed salmonids as background, without establishing a commercial aquaculture or production context."
"011-996-628-286-270","retain","exclude","conflict","Although Atlantic salmon is explicit, the study examines wild-population genomic structure and conservation, with aquaculture mentioned only as general significance/future application rather than as a production context or impact."
"012-027-195-913-948","exclude","retain","conflict","The study explicitly includes rainbow trout (Oncorhynchus mykiss), and an author affiliation with the Aquaculture Centre establishes the aquaculture context."
"012-096-514-030-405","exclude","retain","conflict","The record explicitly discusses salmon production within Australia’s fisheries industry and identifies aquaculture as the main driver of increased seafood production, establishing relevant commercial aquaculture context."
"013-013-624-389-881","exclude","retain","conflict","The study explicitly examines Atlantic salmon fry and commercial starter diets in a fish-culture production context, establishing relevance to aquaculture."
"013-535-409-154-228","retain","exclude","conflict","Although rainbow trout (Oncorhynchus mykiss) is explicit, the study only uses a commercial pellet meal and provides no clear commercial aquaculture or production context."
"013-941-371-383-757","exclude","retain","conflict","The study explicitly concerns Atlantic salmon (Salmo salar) and includes affiliations with the Institute of Animal and Aquacultural Sciences and Aqua Gen AS, establishing aquaculture relevance."
"014-110-338-756-477","exclude","retain","conflict","The study explicitly concerns coho salmon and evaluates triploidy/transgenics relevant to commercial culture conditions and the commercial sector."
"014-484-297-384-596","exclude","retain","conflict","The book explicitly discusses salmon and Norwegian salmon mega-farms producing 500,000 tons annually, establishing both eligible species and commercial aquaculture context."
"015-297-061-873-564","exclude","retain","conflict","The study explicitly examines Atlantic salmon (Salmo salar) and compares responses under commercial conditions, with involvement of Salmon Enterprises of Tasmania and a School of Aquaculture affiliation."
"015-414-346-641-310","exclude","retain","conflict","The record explicitly concerns Atlantic salmon (Salmo salar) and discusses aquaculture experiments, published in Aquaculture Research."
"015-458-231-753-173","exclude","retain","conflict","The review explicitly discusses genetically modified salmon for farmed fish and food production, which qualifies under the special rule for genetically engineered salmon intended for food production."
"015-669-331-465-152","exclude","retain","conflict","The study explicitly examines Chinook salmon reared in marine net-pens, establishing both an eligible species and aquaculture context."
"016-312-040-562-467","exclude","retain","conflict","The study evaluates Arctic char impacts from salmon lice linked explicitly to intensive salmonid sea-cage aquaculture and aquaculture-driven infestations."
"016-614-203-294-502","exclude","retain","conflict","This book review explicitly concerns salmon aquaculture and its economics, establishing both eligible salmon relevance and commercial aquaculture context."
"018-350-283-244-447","retain","exclude","conflict","Although the species is chum salmon, the study concerns hatchery-reared juveniles released for downstream migration, indicating stock enhancement rather than commercial aquaculture."
"019-439-715-879-575","exclude","retain","conflict","The study explicitly examines farmed juvenile rainbow trout (Oncorhynchus mykiss) in a 10-week feeding trial using commercial soybean meals, establishing both eligible species and aquaculture production relevance."
"020-280-808-819-911","exclude","retain","conflict","The record explicitly concerns Atlantic salmon (Salmo salar) and identifies them as farmed, while assessing integration of the CLYNAV vaccine used in aquaculture production."
"020-531-654-868-510","exclude","retain","conflict","The abstract explicitly identifies farmed Atlantic salmon and examines infectious-disease impacts in aquaculture economics."
"022-599-923-648-318","exclude","retain","conflict","The study explicitly evaluates salmon lice effects on sea trout in relation to exposure from salmon aquaculture, which establishes relevant salmon-farming impact context despite sea trout being the measured species."
"023-030-353-219-174","exclude","retain","conflict","The record explicitly identifies cultured Atlantic salmon (Salmo salar) and freshwater rainbow trout (historical synonym Salmo gairdneri), establishing eligible species and aquaculture context."
"023-068-149-083-218","exclude","retain","conflict","The study explicitly concerns Atlantic salmon (Salmo salar) and evaluates medicated feed and treatments for amoebic gill disease in a production-relevant aquaculture context."
"023-972-327-841-516","exclude","retain","conflict","The abstract explicitly mentions salmon aquaculture products and aquaculture feeds, establishing both eligible species and commercial aquaculture relevance."
"024-283-644-924-916","exclude","retain","conflict","The study examines sockeye salmon (Oncorhynchus nerka) and explicitly discusses implications for aquaculturists considering feed supplementation."
"024-674-088-172-183","retain","exclude","conflict","Although Atlantic salmon are explicitly studied, the record describes an experimental rearing and sea-cage transfer without evidence of commercial aquaculture or production."
"026-189-748-285-196","retain","exclude","conflict","The title establishes aquaculture relevance but provides no evidence of an eligible salmon or rainbow trout species."
"027-225-156-868-787","retain","exclude","conflict","Although the study concerns cultured Atlantic salmon (Salmo salar), it examines hatchery-reared yearlings after release into a river, clearly representing release/restocking rather than commercial aquaculture."
"027-584-394-697-172","exclude","retain","conflict","The abstract explicitly discusses growth-hormone transgenic salmon nearing commercialization, within an aquaculture genetics context."
"028-104-547-532-784","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) identified as a typical farmed freshwater fish, with effects of frozen storage on edible fillets."
"028-557-445-927-058","exclude","retain","conflict","The study explicitly examines Atlantic salmon and trout using commercial diets and commercial vaccination products for disease prevention, establishing direct aquaculture-production relevance."
"028-958-532-750-593","exclude","retain","conflict","The study explicitly examines Atlantic salmon (Salmo salar) receiving medicated commercial diets in an Aquaculture journal, establishing eligible species and aquaculture-production relevance."
"029-135-410-670-842","exclude","retain","conflict","The abstract explicitly identifies salmon as usually an aquaculture fish and assesses fish samples commercialized in the Minas Gerais market."
"029-599-368-976-500","exclude","retain","conflict","The record explicitly includes salmon in a genome database developed for farmed species, establishing both eligible salmon and aquaculture relevance."
"031-938-983-838-527","exclude","retain","conflict","The study explicitly examines Atlantic salmon (Salmo salar), and its aquaculture relevance is supported by the Aquaculture keyword, Nofima affiliation, and funding from the fisheries and aquaculture research fund."
"032-185-201-230-123","exclude","retain","conflict","The abstract explicitly concerns Atlantic salmon feed and commercial Atlantic salmon feed samples, establishing both an eligible species and aquaculture-production relevance."
"035-432-352-413-183","exclude","retain","conflict","The study explicitly concerns Lepeophtheirus salmonis (salmon louse) and secretions associated with disease in farmed salmonids, establishing direct relevance to salmon aquaculture."
"036-403-936-016-134","exclude","retain","conflict","The abstract explicitly concerns Atlantic salmon in net pen culture and salmonid jumping used in aquaculture to control sea lice, establishing eligible species and commercial aquaculture relevance."
"036-455-237-531-617","exclude","retain","conflict","The abstract explicitly discusses wild–farm salmon hybridization, establishing both eligible salmon and a farmed-aquaculture context despite the record being an issue overview."
"036-960-343-432-126","exclude","retain","conflict","The record explicitly concerns Atlantic salmon and rainbow trout and reports rainbow-trout eDNA released from upstream land-based rainbow-trout farms, establishing a direct aquaculture connection."
"038-195-124-607-747","retain","exclude","conflict","Although rainbow trout (Oncorhynchus mykiss) is explicit, the study concerns simulated catch-and-release and sampling, with aquaculture mentioned only as a possible future application rather than as the production context."
"038-648-424-487-328","exclude","retain","conflict","The study explicitly concerns coho and Chinook salmon and states that feminization enhances female proportions for the commercial culture of Pacific salmon."
"038-951-058-430-71X","exclude","retain","conflict","The abstract explicitly identifies a fisheries segment involved in hatching, growing, and processing fresh farmed salmon in North America and Chile."
"039-092-182-886-259","exclude","retain","conflict","The record explicitly studies farmed rainbow trout (Oncorhynchus mykiss) during the fattening phase at the Truchas Cocora Piscine Unit, including commercial feed treatments."
"039-556-126-021-130","exclude","retain","conflict","The abstract explicitly identifies AquAdvantage salmon as a genetically engineered food animal commercialized for food production, establishing eligible salmon and commercial aquaculture relevance."
"039-717-494-527-025","exclude","retain","conflict","The abstract explicitly includes Atlantic salmon (Salmo salar) and discusses aquaculture feed/fishmeal, establishing eligible species and aquaculture relevance."
"039-877-386-796-642","exclude","retain","conflict","The study explicitly examines eligible rainbow trout, Chinook salmon, and sockeye salmon and assesses SVCV risk to cultured fish populations, including outbreaks at a koi farm."
"041-104-913-713-595","exclude","retain","conflict","The record explicitly studies farmed Norwegian Atlantic salmon (Salmo salar) and smoking/processing of farmed fish, establishing both eligible species and commercial aquaculture relevance."
"042-088-013-094-863","retain","exclude","conflict","The record concerns a memoir of commercial wild salmon fishing, with farmed salmon mentioned only as background rather than as an aquaculture subject or impact."
"043-743-057-923-381","retain","exclude","conflict","Although Atlantic salmon is explicit, the fish were hatchery-reared and sea-ranched for release and recapture, representing stock enhancement rather than commercial aquaculture."
"044-942-680-828-392","retain","exclude","conflict","The record reviews mollusk farming; salmon farming is mentioned only as comparative background, with no eligible salmon species or salmon-aquaculture subject studied."
"045-087-585-820-378","exclude","retain","conflict","The abstract explicitly discusses aquaculture disease control and vaccination in the salmon industry, establishing both eligible salmon relevance and commercial aquaculture context."
"045-358-486-352-144","exclude","retain","conflict","The record explicitly concerns aquaculture breeding and identifies rainbow trout and Atlantic salmon as farmed aquaculture species."
"046-543-312-193-957","exclude","retain","conflict","The record explicitly studies farmed Atlantic salmon post-smolts and commercial diets in an aquaculture-focused journal, establishing eligible species and aquaculture relevance."
"047-306-854-012-994","retain","exclude","conflict","Although aquaculture and farmed patches are mentioned, no eligible salmon or rainbow trout species, or explicit salmon-farming context, is identified; the pathogen name alone cannot establish species eligibility."
"048-367-507-519-788","exclude","retain","conflict","The abstract explicitly identifies AquaAdvantage salmon in the context of genetic engineering to improve animal production traits, establishing eligible salmon and food-production relevance."
"048-552-128-671-397","exclude","retain","conflict","The study examines salmon processing facilities and is funded by the Fishery and Aquaculture Industrial Research Fund, establishing relevant salmon aquaculture/processing context."
"048-684-438-210-021","exclude","retain","conflict","The study explicitly examines rainbow trout (Oncorhynchus mykiss) fed a commercially extruded aquaculture diet in a recirculating freshwater system, establishing commercial aquaculture relevance."
"048-973-865-968-735","exclude","retain","conflict","The record explicitly identifies Atlantic salmon and discusses viral diseases and immune defenses in salmonid aquaculture, including farmed fish and major impacts on salmonid aquaculture."
"051-264-548-205-693","exclude","retain","conflict","The record explicitly concerns Atlantic salmon and identifies aquaculture economics and seafood-market demand, establishing relevance to commercial salmon aquaculture."
"052-773-768-921-861","exclude","retain","conflict","The record explicitly concerns aquaculture and consumer preferences for sustainably produced salmon, including IMTA production and salmon products."
"054-933-345-354-503","exclude","retain","conflict","The study explicitly examines farm-relevant feeding of rainbow trout (Oncorhynchus mykiss) with probiotic-supplemented commercial feed in experimental tanks."
"056-984-063-728-063","retain","exclude","conflict","The study concerns Mediterranean sea bream, sea bass, and tuna aquaculture; farmed salmon is mentioned only as background, so the eligible-species/relevant salmon-farming gate is not met."
"057-905-144-154-485","exclude","retain","conflict","The record explicitly studies farmed Atlantic salmon pre-smolts fed experimental diets, establishing both an eligible species and aquaculture production context."
"058-004-709-560-033","retain","exclude","conflict","Rainbow trout is explicit, but the record describes only a laboratory dietary exposure experiment and does not establish commercial aquaculture or farmed-fish context."
"062-932-647-602-504","retain","exclude","conflict","Although juvenile Chinook salmon are studied, the record concerns harmful algal blooms affecting wild salmon and mentions salmon farms only as background comparison, without evaluating commercial aquaculture."
"064-687-969-464-243","exclude","retain","conflict","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) maintained under commercial conditions and examines feeding regimes relevant to aquaculture production."
"065-150-011-813-990","exclude","retain","conflict","The record explicitly studies farmed Atlantic salmon in sea-cages, using commercial feed, and directly concerns aquaculture product quality and production."
"065-284-538-444-259","exclude","retain","conflict","The study examines smoked salmon and explicitly compares organic and conventional aquaculture production methods, establishing both eligible salmon and commercial aquaculture relevance."
"065-346-685-398-345","exclude","retain","conflict","The study explicitly examines farm-relevant diets containing fishmeal and soy protein for juvenile Atlantic salmon (Salmo salar), with commercial feed and EWOS Innovation involvement establishing aquaculture relevance."
"065-754-211-228-128","exclude","retain","conflict","The title identifies Atlantic salmon, and the keywords explicitly establish aquaculture/salmon-farm context and sea-lice impacts."
"065-962-938-330-242","exclude","retain","conflict","The record explicitly discusses salmon and salmonid production alongside aquaculture production systems and aquaculture science, establishing relevant aquaculture context."
"067-305-262-121-979","exclude","retain","conflict","The abstract explicitly identifies salmon as commercially farmed marine finfish and analyzes aquaculture production and commercialization prospects in an aquaculture-focused journal."
"068-505-318-470-733","exclude","retain","conflict","The record explicitly concerns farmed fish and identifies Atlantic salmon, Chinook salmon, coho salmon, and rainbow trout in a disease context."
"069-221-896-937-296","exclude","retain","conflict","The record explicitly concerns Atlantic salmon (Salmo salar) and identifies salmon farmers as participants in the policy and ecological debate, establishing a connection to salmon aquaculture."
"074-680-412-399-465","exclude","retain","conflict","The record explicitly concerns salmon meal (an eligible salmon-derived fishmeal) in a commercial-scale captive aquaculture feeding trial, satisfying the fishmeal inclusion rule."
"077-772-072-370-566","exclude","retain","conflict","The abstract explicitly discusses antimicrobial use in salmon farms and fish farming, establishing both relevant salmon context and aquaculture relevance."
"078-101-002-663-530","exclude","retain","conflict","The study explicitly examines farm-relevant production of rainbow trout (Oncorhynchus mykiss) larvae using commercial feed in tanks, establishing both eligible species and aquaculture context."
"078-152-640-988-559","exclude","retain","conflict","The record explicitly concerns female rainbow trout (Oncorhynchus mykiss) and is linked to aquaculture through the Aquaculture Europe venue and an affiliation in Nutrition, Métabolisme, Aquaculture."
"079-495-879-827-256","retain","exclude","conflict","The record concerns fisheries around the Tasman Peninsula but provides no evidence of an eligible salmon or rainbow trout species or commercial aquaculture context."
"080-793-600-167-491","retain","exclude","conflict","Rainbow trout is explicit, but the record describes an experimental infection and nanoparticle treatment study without establishing commercial aquaculture or farm-production context."
"080-837-886-489-024","exclude","retain","conflict","The record explicitly concerns salmon and evaluates a feed additive, including its proposed use in land-based aquaculture."
"081-531-021-531-021","exclude","retain","conflict","Rainbow trout (Oncorhynchus mykiss) is explicitly studied, and the Aquaculture Nutrition journal plus stated applicability to formulated diets establish aquaculture relevance."
"082-321-254-271-41X","exclude","retain","conflict","The record explicitly concerns Atlantic salmon (Salmo salar) and includes aquaculture as a keyword, establishing the eligible species and aquaculture relevance despite its population-genetic focus."
"085-506-031-258-947","exclude","retain","conflict","The abstract explicitly discusses gene-modified salmon intended for food production in fish farms, establishing both an eligible salmon species and aquaculture relevance."
"085-966-615-655-118","exclude","retain","conflict","The record explicitly mentions introduced farmed salmon and evaluates streamflow changes with projected impacts on salmon production, establishing a clear aquaculture connection."
"086-258-637-122-936","exclude","retain","conflict","The record explicitly mentions salmon and discusses aquaculture, fish farming, and nutritional manipulation of farmed fish."
"090-426-639-893-288","exclude","retain","conflict","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) held at commercially relevant densities in growout and harvest tanks, establishing commercial aquaculture relevance."
"091-752-000-131-880","exclude","retain","conflict","The study explicitly examines whitefish farmed alongside a rainbow trout net pen in real aquaculture settings, establishing relevant rainbow trout aquaculture context despite whitefish being the primary measured species."
"092-972-352-261-022","exclude","retain","conflict","The study explicitly examines farmed rainbow trout (Oncorhynchus mykiss) fed commercial diets and evaluates growth under raising conditions, establishing aquaculture relevance."
"093-266-162-276-328","exclude","retain","conflict","The abstract explicitly concerns aquacultured salmon seafood reference materials and compares them with wild-caught salmon, establishing both eligible salmon and aquaculture context."
"093-300-468-622-509","exclude","retain","conflict","The record explicitly studies farmed Atlantic salmon (Salmo salar) fed commercial freshwater feeds, with aquaculture research affiliations and funding, establishing both species and commercial aquaculture relevance."
"094-336-294-310-871","exclude","retain","conflict","The study concerns eligible Chinook salmon and explicitly discusses implications for commercial rearing practices, establishing aquaculture relevance despite its conservation focus."
"096-080-584-818-477","exclude","retain","conflict","The study examines salmon sold in commercial supermarkets and fish markets and explicitly assesses labels identifying salmon as farmed or wild, establishing relevance to farmed salmon products."
"096-839-233-163-30X","exclude","retain","conflict","The record explicitly concerns Atlantic salmon and an oral vaccine in aquaculture, establishing both eligible species and production-related aquaculture relevance."
"099-647-899-363-052","exclude","retain","conflict","The study explicitly examines farmed post-smolt Atlantic salmon (Salmo salar) fed experimental diets, establishing both eligible species and aquaculture production relevance."
"100-783-434-753-018","retain","exclude","conflict","The record concerns in-pack processed fish products but identifies no eligible salmon or rainbow trout species and provides no aquaculture or farmed-product context."
"101-692-051-749-831","retain","exclude","conflict","No eligible salmon or rainbow trout species is identified, and the title provides only generic fish husbandry context."
"103-942-393-267-551","exclude","retain","conflict","The abstract explicitly discusses farmed salmon (oppdrettslaks) within industrial food systems, including related regulation, quality, and safety."
"104-135-827-457-543","exclude","retain","conflict","The study explicitly examines farmed rainbow trout (Oncorhynchus mykiss) fed experimental diets and states cultivation under commercial conditions, establishing both eligible species and aquaculture relevance."
"105-533-527-198-826","exclude","retain","conflict","The abstract explicitly identifies the expanding Atlantic salmon (Salmo salar) industry and discusses aquaculture production and farm impacts, establishing both eligible species and commercial aquaculture relevance."
"107-017-971-533-08X","exclude","retain","conflict","The record explicitly concerns Atlantic salmon and rainbow trout aquaculture and examines salmon-lice control and cleaner-fish use, including farmed cleaner fish and sea-cage production."
"107-129-028-716-842","retain","exclude","conflict","Although Chinook salmon, coho salmon, and rainbow trout are identified, the study concerns state hatcheries, broodstock, and pre-stocking fingerlings for fisheries enhancement rather than commercial aquaculture."
"107-527-803-934-562","exclude","retain","conflict","The abstract explicitly concerns feeds for trout and salmon, and their production-related feed categories in the aquaculture journal Aquaculture establish commercial aquaculture relevance."
"107-960-188-304-813","exclude","retain","conflict","The abstract explicitly concerns salmon farming, including sea-lice treatments and environmental impacts of salmon production, establishing both eligible salmon context and commercial aquaculture relevance."
"108-876-067-739-065","exclude","retain","conflict","The abstract explicitly mentions salmon seafood products and contamination in fish-farm-purchased fish, establishing an aquaculture-related seafood-processing context."
"121-168-160-472-119","retain","exclude","conflict","The study concerns farmed gilthead sea bream and European sea bass, neither eligible species; “farmed salmon oil” is only a diet ingredient and does not establish salmon aquaculture relevance."
"121-831-341-838-819","exclude","retain","conflict","The aquaculture-focused book explicitly includes egg production in rainbow trout and farming-related aquaculture chapters, establishing both eligible species and aquaculture relevance."
"121-921-349-218-20X","exclude","retain","conflict","The record explicitly concerns chum salmon (Oncorhynchus keta) and includes “aquaculture” as a keyword, establishing eligible species and aquaculture relevance."
"123-038-194-554-195","retain","exclude","conflict","Although rainbow trout (Oncorhynchus mykiss) and European fish farms are mentioned, the study concerns naturalized populations introduced into rivers and lakes, not commercial aquaculture."
"124-729-005-238-45X","retain","exclude","conflict","Although the record concerns pisciculture, the only salmon reference is to salmon GnRH as a peptide sequence, while the breeding subject is unspecified fish and murrel (Channa punctatus), not an eligible salmon or rainbow trout species."
"124-895-780-930-010","exclude","retain","conflict","The title explicitly identifies Atlantic salmon smolt and commercially available feed products, establishing an eligible species and production-related aquaculture context."
"125-337-114-424-482","retain","exclude","conflict","The study concerns wild sea trout (Salmo trutta) artificially infested with salmon lice in a farming-free area, with no explicit connection to commercial salmon aquaculture."
"127-279-183-983-472","exclude","retain","conflict","The abstract explicitly concerns farmed Atlantic salmon (Salmo salar), escapes from Norwegian salmon farms, and their potential impacts on wild populations."
"127-473-193-003-561","exclude","retain","conflict","The study explicitly concerns rainbow trout and a strain evolved in a commercial hatchery, establishing an eligible species and aquaculture-production context."
"128-416-605-861-526","exclude","retain","conflict","The study concerns coho salmon (Oncorhynchus kisutch) reared in a commercial hatchery, establishing eligible species and commercial aquaculture context."
"128-672-235-856-49X","exclude","retain","conflict","The title identifies rainbow trout pathogens and the abstract explicitly frames the antimicrobial application as being for aquaculture."
"131-128-657-264-91X","exclude","retain","conflict","The abstract explicitly addresses commercial aquaculture feed and identifies salmon farming as a production context."
"132-129-834-973-559","retain","exclude","conflict","Although Salmo salar is studied, the record concerns oil-spill contamination and does not establish that the salmon were farmed or that the study meaningfully evaluates commercial aquaculture."
"132-419-070-663-854","exclude","retain","conflict","The proceedings explicitly include a study of Atlantic salmon feeding management in fish farming, establishing both eligible species and aquaculture relevance."
"135-777-526-779-900","exclude","retain","conflict","The record explicitly concerns Chilean salmon-dumping and aquaculture exports and their socioeconomic impacts on artisanal fishers, establishing relevant salmon aquaculture context."
"136-095-963-630-045","exclude","retain","conflict","The study explicitly concerns Atlantic salmon (Salmo salar) and uses a commercial LHRHa treatment to manipulate spawning, establishing production-related aquaculture relevance."
"136-452-631-072-457","exclude","retain","conflict","The record explicitly includes rainbow trout (Oncorhynchus mykiss) and concerns commercial fish products in the explicitly aquaculture-focused Israeli Journal of Aquaculture."
"140-221-912-543-477","exclude","retain","conflict","The record explicitly identifies rainbow trout syndrome and aquaculture, and develops a model for a pathogen affecting rainbow trout production, despite using zebrafish experimentally."
"141-404-875-128-423","exclude","retain","conflict","The abstract explicitly discusses salmon, predominantly farmed, in a review of chemical contaminants and seafood safety, establishing both eligible species and aquaculture relevance."
"142-709-164-496-530","exclude","retain","conflict","The record explicitly studies rainbow trout (Salmo gairdnerii, a historical synonym of Oncorhynchus mykiss) fed experimental and commercial diets in the aquaculture journal Aquaculture, establishing eligible aquaculture relevance."
"143-116-032-673-569","exclude","retain","conflict","The study explicitly examines fish density during harvesting at the Salmar salmon plant, establishing commercial salmon aquaculture context."
"143-159-337-417-750","exclude","retain","conflict","The study explicitly examines Atlantic salmon fed a commercial diet and a CpG functional feed, establishing both an eligible species and aquaculture production context."
"143-590-445-689-719","exclude","retain","conflict","The study explicitly examines Atlantic salmon and digestibility of commercial salmon feeds, establishing both eligible species and commercial aquaculture relevance."
"145-211-765-389-635","exclude","retain","conflict","The study identifies Atlantic salmon and coho salmon and explicitly connects putative Atlantic salmon in Pacific waters to controversy over farmed salmon and potential effects on native species."
"146-629-177-534-255","exclude","retain","conflict","The record explicitly concerns industrial aquaculture and salmon farming, including compound feed and fishmeal markets for cultivating salmon."
"147-120-394-816-675","retain","exclude","conflict","Rainbow trout is identified, but the record describes experimental injection and caged field observations with no commercial aquaculture or farming context."
"151-414-579-956-058","exclude","retain","conflict","The abstract explicitly discusses cultured fish and freshwater aquaculture, including salmon and trout, establishing both eligible species context and aquaculture relevance."
"152-359-946-831-386","exclude","retain","conflict","The abstract explicitly discusses AGD affecting cultured Atlantic salmon (Salmo salar) and diagnostic methods in aquaculture, establishing both eligible species and commercial aquaculture relevance."
"155-825-034-915-864","exclude","retain","conflict","The book explicitly addresses salmon farm pollutants and juvenile growth, establishing salmon aquaculture relevance, and also identifies Atlantic salmon in its ecological modeling content."
"158-232-013-092-956","exclude","retain","conflict","The abstract explicitly includes a segment on “farmed salmon” and its health effects, establishing both eligible salmon and aquaculture relevance."
"167-272-593-334-52X","exclude","retain","conflict","The study directly examines rainbow trout, and publication in the explicitly aquaculture-focused journal Aquaculture establishes the relevant aquaculture context."
"168-837-111-142-528","exclude","retain","conflict","The study concerns rainbow trout fillets and includes an affiliation with an Inland Water Aquaculture Research Center, establishing relevant aquaculture context for this processing study."
"170-288-100-256-151","retain","exclude","conflict","Although pink, chum, coho, and sockeye salmon are identified, the study concerns hatchery-based artificial reproduction solely for juvenile release and replenishment of wild fish stocks, which is excluded from commercial aquaculture."
"170-697-030-136-257","exclude","retain","conflict","The study explicitly concerns pink salmon (Oncorhynchus gorbuscha) byproducts developed as feed ingredients for larval starter diets and dietary formulations, establishing aquaculture relevance."
"172-682-844-397-385","exclude","retain","conflict","The book explicitly covers fish farming and farmed salmon, establishing both an eligible species and aquaculture context."
"180-773-105-827-197","exclude","retain","conflict","The abstract explicitly identifies Atlantic salmon and rainbow trout and discusses diseases and pathogens in aquaculture species, including outbreaks that can wipe out farms."
"181-084-337-722-792","exclude","retain","conflict","The study explicitly examines farmed Atlantic salmon (Salmo salar) pre-smolts receiving experimental feeds during production, establishing both eligible species and aquaculture relevance."
"184-100-667-122-833","exclude","retain","conflict","The title explicitly concerns salmon pancreas disease research at the Institute of Aquaculture, establishing both eligible salmon context and an aquaculture setting."
"187-006-059-366-330","exclude","retain","conflict","The record explicitly concerns Atlantic salmon (Salmo salar) and commercial fish processing lines, grading, filleting, and industrial production, establishing relevance to commercial aquaculture products and processing."
"190-239-196-334-381","exclude","retain","conflict","The abstract explicitly studies rainbow trout (Oncorhynchus mykiss) and stress in farmed fish, including transport and stocking-density conditions."
"191-110-764-638-199","retain","exclude","conflict","Although Atlantic salmon (Salmo salar) are studied, the record describes experimental exposure and fish confined in sea pens after an oil spill without establishing commercial aquaculture or farm context."
"194-807-857-248-535","exclude","retain","conflict","The record explicitly concerns salmon population reproduction using farm biotechnology, sea cages, and recirculating aquaculture system hatcheries and farms."
"000-177-213-507-256","exclude","retain","conflict","The study explicitly examines farmed Atlantic salmon (Salmo salar), establishing both eligible species and aquaculture context, in relation to frying and nutritional quality."
