lens_id,historical_decision,model_decision,category,model_reason
"004-488-560-877-87X","retain","retain","agreement","The title explicitly concerns salmon growth at marine fish farms in Norway, establishing both eligible salmon relevance and commercial aquaculture context."
"004-544-716-937-095","exclude","exclude","agreement","The record concerns a muskmelon (Cucumis melo) breeding line, with no eligible salmon/rainbow trout species or aquaculture context."
"004-577-941-074-856","retain","retain","agreement","The title explicitly concerns delousing farmed Atlantic salmon in Norway, establishing both an eligible species and commercial aquaculture context."
"004-619-895-410-849","retain","retain","agreement","The record explicitly concerns farmed aquatic species and measures phenicol residues in salmon tissue, establishing eligible salmon and aquaculture relevance."
"004-641-364-938-872","retain","retain","agreement","The record explicitly concerns Atlantic salmon and samples from net-pen cages during ISA outbreaks, establishing a direct commercial aquaculture context."
"004-696-353-513-690","","exclude","new_exclude","The study concerns Yersinia ruckeri affecting generic farmed salmonids, without identifying an eligible salmon or rainbow trout species."
"004-770-538-008-87X","retain","retain","agreement","The study explicitly concerns rainbow trout (Oncorhynchus mykiss) farming and disease diagnosis, establishing both eligible species and commercial aquaculture relevance."
"004-849-892-124-277","retain","retain","agreement","The abstract explicitly links infectious salmon anemia virus to major economic consequences for the Atlantic salmon farming industry, establishing eligible species and aquaculture relevance."
"004-881-206-053-051","retain","retain","agreement","The study explicitly concerns farmed Atlantic salmon broodstock and offspring in salmon aquaculture, using RAS and sea-pen production systems to optimize aquaculture production."
"004-940-961-642-623","retain","retain","agreement","The abstract and keywords explicitly concern salmon aquaculture and its water-quality impacts, with modeled kelp IMTA remediation in an aquaculture setting."
"004-981-564-009-761","retain","retain","agreement","The study explicitly examines farmed rainbow trout (Oncorhynchus mykiss) and experimentally investigates a major bacterial disease in that aquaculture species."
"005-021-851-420-017","","retain","new_retain","The abstract explicitly identifies rainbow trout in European trout farms and evaluates treatment of farm-associated acanthocephalan infections."
"005-099-574-029-377","","exclude","new_exclude","The article only mentions salmon as one Chilean economic sector and provides no explicit aquaculture, farming, or eligible-species production context."
"005-133-969-926-853","","exclude","new_exclude","The study concerns farmed spotted wolffish and wild lumpfish, while salmonid culture is mentioned only generically as a potential future threat; no eligible salmon or rainbow trout species or explicit salmon-farming context is established."
"005-151-115-375-428","","retain","new_retain","The abstract explicitly identifies rainbow trout and examines PKD in farmed fish and fish farms, establishing both an eligible species and aquaculture context."
"005-190-839-663-670","exclude","uncertain","historical_uncertain","Atlantic salmon is explicit, but the metadata does not establish a commercial aquaculture or farming context; “commercial importance” alone is insufficient."
"005-217-421-616-962","retain","retain","agreement","The abstract explicitly identifies farmed Atlantic salmon (Salmo salar) and evaluates breeding-value estimation for production-relevant growth uniformity."
"005-253-158-149-567","exclude","exclude","agreement","Although the article concerns aquaculture broadly, the only eligible species mention is Atlantic salmon as an example of ranching/conservation release, while other fish references are generic salmonids rather than a commercial aquaculture study."
"005-288-689-339-255","retain","retain","agreement","The record explicitly concerns farmed Atlantic salmon and sustainable aquaculture feeds, satisfying both the eligible-species and commercial aquaculture criteria."
"005-319-107-024-915","retain","retain","agreement","The record explicitly concerns rainbow trout (Oncorhynchus mykiss) and PRV in farmed Atlantic salmon and farmed salmonids, establishing eligible species and aquaculture relevance."
"005-368-869-289-259","retain","retain","agreement","The study explicitly concerns rainbow trout (Salmo gairdneri) in a cage culture system and evaluates stock density, growth, survival, and production, establishing aquaculture relevance."
"005-433-041-824-117","retain","retain","agreement","The study explicitly examines farmed rainbow trout (Parasalmo mykiss, an eligible species), establishing both species relevance and aquaculture context."
"005-483-305-743-608","","exclude","new_exclude","Although aquaculture relevance is explicit, the record identifies the fish only as generic “salmonids,” not an eligible salmon or rainbow trout species."
"005-521-890-488-98X","exclude","exclude","agreement","The record concerns potato wart disease caused by Synchytrium endobioticum and contains no eligible salmon/rainbow trout species or aquaculture context."
"005-574-036-837-81X","retain","retain","agreement","The abstract explicitly addresses technological advances driving Atlantic salmon production within aquaculture, establishing both an eligible species and commercial farming context."
"005-615-970-003-265","retain","retain","agreement","The study explicitly examines rainbow trout (Oncorhynchus mykiss) originating from an aquaculture farm, directly establishing both eligible species and commercial aquaculture context."
"005-650-698-664-980","exclude","retain","conflict","The title explicitly identifies rainbow trout and fish feeds, while the Aquaculture journal and Institute of Aquaculture Research affiliation establish an aquaculture production context."
"005-720-262-096-194","exclude","retain","conflict","The study explicitly concerns sockeye salmon (Oncorhynchus nerka) liver meal and its potential use in aquaculture feed formulations."
"005-772-198-703-096","","retain","new_retain","The study concerns Lepeophtheirus salmonis and explicitly addresses threats to salmonid aquaculture, with funding from the Norwegian fisheries and aquaculture research fund."
"005-820-739-573-700","retain","retain","agreement","The abstract explicitly concerns farmed Atlantic salmon (Salmo salar) and detection of Aeromonas salmonicida for routine testing in a local aquaculture enterprise."
"005-867-870-112-633","","retain","new_retain","The title explicitly concerns pharmacological treatments for Caligus rogercresseyi (salmon louse) affecting farmed salmonids in Chile, establishing a direct aquaculture relevance."
"005-893-872-502-95X","","exclude","new_exclude","The study concerns generic salmonid aquaculture sites but does not identify an eligible salmon or rainbow trout species, so the species gate fails."
"005-959-762-608-154","retain","retain","agreement","The study explicitly concerns Salmo salar (Atlantic salmon) and identifies Scottish aquaculture as its context."
"006-027-690-315-032","exclude","retain","conflict","The study explicitly concerns cage aquaculture and aquaculture-derived waste, and uses rainbow trout (Oncorhynchus mykiss) to produce labelled fishmeal for aquaculture feed."
"006-085-103-069-603","","exclude","new_exclude","The record is a medical encyclopedia with no evidence of an eligible salmon/rainbow trout species or commercial aquaculture context."
"006-152-514-329-112","exclude","exclude","agreement","The record concerns salmon calcitonin drug delivery, not an eligible salmon/rainbow trout species or commercial aquaculture context."
"006-195-964-952-008","","retain","new_retain","Rainbow trout (Oncorhynchus mykiss) is explicitly included, and the review concerns aquaculture/fish farming and feed-based immunostimulants."
"006-207-384-637-787","retain","retain","agreement","The title and abstract explicitly identify a commercial Atlantic salmon (Salmo salar) farm and study dissolved oxygen monitoring and management within its cages."
"006-242-076-378-211","retain","retain","agreement","The record explicitly concerns farmed Atlantic salmon (Salmo salar) and crowding/delousing in a commercial sea-cage aquaculture operation."
"006-282-319-286-490","retain","retain","agreement","The study explicitly examines farmed Atlantic salmon (Salmo salar) in sea pens using commercial diets, establishing both eligible species and commercial aquaculture context."
"006-327-425-760-447","retain","exclude","conflict","The study concerns Caligus rogercresseyi and generic fish farming, but does not explicitly identify an eligible salmon species or salmon aquaculture context."
"006-360-823-917-846","exclude","exclude","agreement","The record concerns sockeye/Pacific salmon in Alaskan commercial gillnet fisheries and spawning populations, with no connection to commercial aquaculture."
"006-386-832-200-762","retain","retain","agreement","The record explicitly studies eligible Chinook salmon from freshwater and seawater farms, directly establishing commercial aquaculture relevance."
"006-401-730-277-93X","retain","retain","agreement","The title and abstract explicitly identify rainbow trout (Oncorhynchus mykiss) from marine rainbow trout farms, establishing eligible species and commercial mariculture context."
"006-434-829-496-252","retain","retain","agreement","The study concerns eligible masu salmon (Oncorhynchus masou) and reports virus isolation around the Wu-Lin farm, establishing a farm-associated aquaculture context."
"006-468-458-475-377","","uncertain","new_uncertain","Atlantic salmon and sockeye salmon are mentioned, but the record does not establish that the canned products originated from commercial aquaculture."
"006-537-098-667-653","retain","retain","agreement","The study explicitly examines farmed Chinook salmon and states that the monosex-female population is the basis of New Zealand salmon aquaculture, establishing both eligible species and aquaculture relevance."
"006-561-037-661-389","retain","retain","agreement","The study explicitly examines Atlantic salmon (Salmo salar) and an anesthetic intended for intensive aquaculture operations and salmonid transport."
"006-579-562-376-434","","retain","new_retain","The title and abstract explicitly identify rainbow trout and commercial aquaculture systems (RAS and flow-through farming), establishing both eligible species and aquaculture context."
"006-637-081-312-635","retain","retain","agreement","The abstract explicitly identifies lumpfish as cleaner fish used in Atlantic salmon farms, establishing a direct connection to commercial salmon aquaculture despite the study measuring lumpfish infection."
"006-707-202-244-060","retain","retain","agreement","The record explicitly studies Atlantic salmon (Salmo salar) and identifies Atlantic salmon aquaculture, selective breeding, and disease control as the production context."
"006-751-156-518-793","retain","retain","agreement","The study explicitly examines Atlantic salmon aquaculture products from Chile and Norway and their feed-associated chemical fingerprints, establishing both eligible species and commercial aquaculture context."
"006-781-596-354-275","exclude","retain","conflict","The record explicitly concerns pink salmon and sea lice, with aquaculture identified as a keyword in the context of salmon population dynamics and infestation impacts."
"006-816-300-601-853","exclude","exclude","agreement","Rainbow trout is mentioned only as an illustrative cultured-fish host in the background, while the study directly investigates barramundi, so the eligible-species criterion is not met."
"006-847-056-850-496","exclude","exclude","agreement","The study concerns wild marble trout (Salmo marmoratus), which is not an eligible species, and provides no aquaculture or farming context."
"006-864-476-123-089","retain","retain","agreement","The title and abstract explicitly identify farmed Atlantic salmon (Salmo salar), and the keywords and Institute of Aquaculture affiliation confirm commercial aquaculture relevance."
"006-911-720-615-691","retain","retain","agreement","The record explicitly studies farmed Atlantic salmon (Salmo salar) skin ulcers across 29 salmon farms, establishing both eligible species and commercial aquaculture context."
"006-963-196-225-973","retain","retain","agreement","The study explicitly concerns Atlantic salmon (Salmo salar) and infection relevant to Atlantic salmon aquaculture, with commercial aquaculture and production-system context stated in the abstract."
"007-054-954-174-879","retain","exclude","conflict","Although Atlantic salmon (Salmo salar) are identified, the study does not establish that the examined fish were farmed or that the research concerns commercial aquaculture; sea cages are mentioned only as a comparison."
"007-091-375-080-934","retain","retain","agreement","The study explicitly examines Salmo salar macrophage-like cells and Piscirickettsia salmonis, a disease impacting the Chilean salmon farming industry."
"007-137-783-399-275","retain","retain","agreement","The study explicitly concerns Atlantic salmon (Salmo salar) reared in a saltwater net-pen through harvest, establishing commercial aquaculture production relevance."
"007-200-064-255-477","retain","retain","agreement","The title explicitly concerns lumpfish deployment on salmon farms, establishing a direct connection to salmon aquaculture even though lumpfish is the organism studied."
"007-265-889-390-590","retain","retain","agreement","The abstract explicitly concerns omega-3 algal feed produced for farm-raised salmon and its use in the aquaculture industry."
"007-322-819-260-422","retain","retain","agreement","The study includes eligible Chinook salmon and explicitly addresses triploidy monitoring and all-triploid rearing to reduce interbreeding by escaped aquaculture fish."
"007-367-922-459-957","retain","retain","agreement","The abstract explicitly evaluates increased farmed salmon intake, establishing both eligible salmon and commercial aquaculture relevance."
"007-437-126-340-729","exclude","exclude","agreement","The study examines thraustochytrid oil, with salmon mentioned only as a comparison, and provides no commercial salmon or rainbow-trout aquaculture context."
"007-479-060-649-920","exclude","retain","conflict","The study explicitly concerns rainbow trout and uses the National Center for Cool and Cold Water Aquaculture broodstock population, establishing aquaculture relevance."
"007-509-111-468-631","retain","retain","agreement","The study explicitly concerns Atlantic salmon (Salmo salar) and compares wild fish with escaped farmed Atlantic salmon, establishing direct relevance to commercial salmon aquaculture."
"007-535-334-476-646","","exclude","new_exclude","The study concerns Northern shrimp waste, and the only salmon-related reference is a potential astaxanthin supplement for generic salmonid fishes, with no eligible species or salmon aquaculture context established."
"007-583-220-616-651","","exclude","new_exclude","The record concerns South American galaxiid fishes and mentions aquaculture only as a general potential threat; no eligible salmon/rainbow trout species or substantive salmon aquaculture context is established."
"007-620-878-060-469","exclude","exclude","agreement","The record concerns Alaska salmon markets and prices but provides no evidence of farmed/aquaculture production, and Alaska commercial fishing indicates a wild-capture context."
"007-655-211-483-324","retain","retain","agreement","The abstract explicitly concerns aquaculture stakeholders and transgenic growth-enhanced salmon, and genetically engineered salmon intended for food production are eligible."
