lens_id,historical_decision,model_decision,category,model_reason
"148-833-715-288-815","","uncertain","new_uncertain","Rainbow trout is explicitly identified, but the metadata does not clearly establish that the trout were involved in commercial aquaculture or farming."
"149-653-054-558-213","exclude","uncertain","historical_uncertain","Chinook salmon is explicitly identified, but the title does not establish commercial aquaculture and may describe experimental or hatchery rearing."
"152-077-685-584-114","exclude","uncertain","historical_uncertain","Atlantic salmon and rainbow trout are explicit, but the metadata does not clearly establish commercial aquaculture or farming context."
"152-620-595-981-37X","","uncertain","new_uncertain","Rainbow trout is explicitly identified, but the metadata do not establish that the by-products originated from commercial aquaculture or farmed fish."
"155-073-609-594-995","exclude","uncertain","historical_uncertain","The study concerns salmon fillet processing, but the supplied metadata do not establish that the salmon originated from commercial aquaculture rather than wild harvest."
"163-111-708-561-405","","uncertain","new_uncertain","Rainbow trout is explicitly identified, but the metadata do not clearly establish that the disease-prevention study concerns commercial aquaculture; “aquaculture” appears only in a cited book title."
"167-121-153-244-741","","uncertain","new_uncertain","The title establishes an aquaculture context but identifies only generic “salmonid” rather than an eligible salmon or rainbow trout species."
"173-607-744-073-064","exclude","uncertain","historical_uncertain","The record identifies eligible rainbow trout and Atlantic salmon and describes dietary and hatchery-condition experiments, but does not clearly establish commercial aquaculture rather than non-commercial hatchery rearing."
"186-496-660-779-492","","uncertain","new_uncertain","The study explicitly examines commercial salmon, establishing eligible species evidence, but the supplied metadata do not establish that the salmon is farmed or otherwise connected to commercial aquaculture."
"188-345-632-672-086","","uncertain","new_uncertain","The title identifies eligible coho salmon, but provides no explicit evidence of commercial aquaculture or farming context; darker tanks may be experimental rather than production-related."
"189-108-719-777-566","","uncertain","new_uncertain","The title identifies salmon and veterinary drug residues but does not establish that the tissue originated from commercial aquaculture."
"004-306-879-506-94X","retain","uncertain","historical_uncertain","Atlantic salmon (Salmo salar) is explicit, but the supplied metadata do not establish a commercial aquaculture or farming context."
"007-888-105-974-856","retain","uncertain","historical_uncertain","Rainbow trout (Oncorhynchus mykiss) is explicit, but the metadata do not establish a commercial aquaculture or farming context."
"012-419-028-644-472","","uncertain","new_uncertain","The title establishes aquaculture relevance but does not identify an eligible salmon or rainbow trout species, and the missing abstract provides no further eligibility evidence."
"015-300-077-919-592","exclude","uncertain","historical_uncertain","Atlantic salmon and hatchery-raised fish fed commercial salmon feed are identified, but the metadata do not establish commercial aquaculture rather than experimental or release-oriented hatchery rearing."
"015-346-686-535-088","exclude","uncertain","historical_uncertain","Rainbow trout and a private hatchery are explicit, but the metadata do not establish commercial aquaculture rather than fisheries or conservation hatchery operations."
"020-619-412-702-477","exclude","uncertain","historical_uncertain","The study concerns chum salmon eggs treated at a salmon hatchery, but the supplied metadata do not establish commercial aquaculture or distinguish production from hatchery-based release/restocking."
"027-729-467-582-945","","uncertain","new_uncertain","Rainbow trout is explicitly studied, but the metadata describes only experimental infection/injection and does not establish commercial aquaculture or production context."
"033-789-649-199-244","","uncertain","new_uncertain","The study explicitly concerns farmed/cultured salmonids in freshwater and seawater, establishing aquaculture relevance, but no eligible species is identified beyond the generic term “salmonids.”"
"037-997-096-038-441","exclude","uncertain","historical_uncertain","Atlantic salmon and sea-lice infection are explicit, but the sea-pen exposure is not clearly identified as commercial aquaculture or a salmon farm."
"072-290-819-652-550","","uncertain","new_uncertain","The title explicitly identifies Atlantic salmon and salmon louse infection, but provides no evidence that the study concerns commercial aquaculture or farmed fish."
"083-489-086-547-039","","uncertain","new_uncertain","Atlantic salmon is identified and feed toxicity is studied, but the metadata do not clearly establish a commercial aquaculture or farmed-salmon context."
"090-122-746-408-791","","uncertain","new_uncertain","Rainbow trout fry are explicitly studied, but the metadata do not establish a commercial aquaculture or farming context for the disease outbreak."
"097-037-343-559-243","exclude","uncertain","historical_uncertain","The record concerns a salmon hatchery built for Prince William Sound Aquaculture Corporation, but does not establish commercial aquaculture versus hatchery release or stock-enhancement use."
"108-365-181-898-17X","","uncertain","new_uncertain","Rainbow trout is explicit and processing is studied, but the metadata do not establish that the trout or reference products are farmed or aquaculture-derived."
"123-401-042-174-138","retain","uncertain","historical_uncertain","The record explicitly concerns the commercial Chilean salmon industry, but the supplied metadata does not clearly establish aquaculture or farming context."
"125-967-885-296-091","exclude","uncertain","historical_uncertain","The study explicitly concerns Atlantic salmon and rearing in sea pens, but the supplied metadata do not establish commercial aquaculture rather than experimental or release-related rearing."
"134-765-802-216-174","exclude","uncertain","historical_uncertain","The record concerns salmon and aquaculture but does not establish commercial production or clarify whether “salmon enhancement” refers to excluded release/restocking activities."
"149-059-928-010-696","","uncertain","new_uncertain","Rainbow trout is explicitly identified, but the supplied metadata do not establish a commercial aquaculture or farming context."
"150-542-219-809-441","exclude","uncertain","historical_uncertain","The title mentions Tasmanian smoked salmon but does not establish an eligible species or commercial aquaculture origin."
"160-889-022-557-776","exclude","uncertain","historical_uncertain","The record explicitly mentions Salmo salar and trout specimens hatched at the Salmon Ponds, but does not establish commercial aquaculture or clarify that the hatchery activity was for production rather than non-commercial purposes."
"169-214-840-976-800","exclude","uncertain","historical_uncertain","Rainbow trout fry are explicitly studied and given a commercial probiotic feed, but the metadata does not clearly establish a commercial aquaculture or farming context."
"001-843-962-496-388","retain","uncertain","historical_uncertain","Coho salmon are eligible, but introduction to seawater cages alone does not establish commercial aquaculture because the cages may be experimental."
"005-491-423-244-615","exclude","uncertain","historical_uncertain","The record concerns salmon and trout fillets but only explicitly identifies turbot as farmed, leaving commercial aquaculture context for the eligible species insufficiently established."
"015-597-913-811-676","retain","uncertain","historical_uncertain","Atlantic salmon is explicit, but the abstract only mentions aquaculture generally and does not establish that the experimental stress study concerns farmed or commercial production fish."
"019-112-700-125-020","retain","uncertain","historical_uncertain","The record concerns salmon processing but provides no explicit evidence that the salmon originated from commercial aquaculture rather than wild sources."
"022-255-360-848-447","","uncertain","new_uncertain","Rainbow trout and commercial trout food are identified, but the metadata do not clearly establish a commercial aquaculture or farm-production context."
"022-638-787-132-534","retain","uncertain","historical_uncertain","The title explicitly identifies rainbow trout (Oncorhynchus mykiss) held in cages, but provides no evidence that the caging is commercial aquaculture rather than an experimental setup."
"025-088-106-480-839","exclude","uncertain","historical_uncertain","Rainbow trout (Salmo gairdneri) is eligible, but the metadata do not clearly establish a commercial aquaculture context beyond laboratory testing and use of a commercial pellet diet."
"026-370-074-826-764","retain","uncertain","historical_uncertain","The title identifies wild salmon and farmed fish but does not establish that the farmed fish are an eligible salmon species or that the farming is salmon aquaculture."
"032-697-187-318-135","","uncertain","new_uncertain","The study explicitly concerns rainbow trout (Oncorhynchus mykiss), but the supplied metadata do not establish a commercial aquaculture or farming context."
"038-217-174-351-860","exclude","uncertain","historical_uncertain","Rainbow trout and dietary feeding are explicit, but the metadata do not clearly establish a commercial aquaculture or production context."
"047-381-883-338-950","exclude","uncertain","historical_uncertain","The study examines commercially produced fresh and cold-smoked salmon, but the supplied metadata does not establish that the salmon is farmed or of aquaculture origin."
"058-364-455-231-107","exclude","uncertain","historical_uncertain","The study explicitly concerns rainbow trout (Oncorhynchus mykiss), but the supplied metadata do not establish that the fish were farmed or studied in a commercial aquaculture context."
"064-705-074-138-89X","retain","uncertain","historical_uncertain","The record explicitly studies rainbow trout and Atlantic salmon with pathogens and vaccines, but does not establish a commercial aquaculture or farming context."
"069-605-574-922-326","exclude","uncertain","historical_uncertain","The record explicitly concerns Atlantic salmon waste and industrial processing, but does not establish that the salmon originated from commercial aquaculture."
"071-436-893-497-66X","","uncertain","new_uncertain","Rainbow trout is explicit, but the metadata do not clearly establish a commercial aquaculture or farm-production context beyond use of a commercial diet."
"075-053-053-374-170","exclude","uncertain","historical_uncertain","The title explicitly concerns salmon lice, but does not establish that the sentinel-cage study occurred in a commercial aquaculture or salmon-farming context."
"080-461-875-727-83X","","uncertain","new_uncertain","The title identifies salmon but provides no explicit evidence that the atelocollagen derives from farmed salmon or is connected to aquaculture."
"088-649-413-072-555","exclude","uncertain","historical_uncertain","Atlantic salmon and commercial smoked-product processing are explicit, but the metadata do not establish that the fillets originated from farmed aquaculture."
"097-629-299-706-54X","","uncertain","new_uncertain","Rainbow trout is explicitly identified, but the metadata do not establish a commercial aquaculture or farming context."
"106-744-238-897-416","exclude","uncertain","historical_uncertain","The title explicitly mentions salmon-safe farms, suggesting a farming context, but does not establish an eligible salmon species or clearly indicate commercial aquaculture."
"120-124-151-309-386","exclude","uncertain","historical_uncertain","The title identifies salmon products but does not establish that the salmon originated from commercial aquaculture."
"121-926-285-129-437","exclude","uncertain","historical_uncertain","The record mentions a salmon genome and commercial-interest fish transgenesis, but does not clearly establish an eligible species or commercial aquaculture/production context."
"144-706-298-108-627","retain","uncertain","historical_uncertain","Rainbow trout is explicit, but caging in a lake and imported shipments do not establish commercial aquaculture rather than experimental containment."
"145-223-156-468-889","","uncertain","new_uncertain","Rainbow trout (Oncorhynchus mykiss) is explicit, but the record does not clearly establish a commercial aquaculture or farmed-production context beyond use of commercial trout feed."
"150-463-538-824-301","exclude","uncertain","historical_uncertain","The title identifies eligible coho salmon and fish-culture pen holding, but does not establish commercial aquaculture or distinguish production from hatchery/restocking use."
"172-220-333-947-81X","exclude","uncertain","historical_uncertain","The study concerns eligible salmon products, but the supplied metadata does not establish that the salmon originated from commercial aquaculture."
"175-020-702-956-192","retain","uncertain","historical_uncertain","Rainbow trout is explicitly identified, but the record does not establish a commercial aquaculture or farming context for the spray-vaccination study."
"179-853-514-669-833","","uncertain","new_uncertain","Rainbow trout (Salmo gairdneri) is explicit, but the metadata only mentions commercial feed and does not clearly establish a commercial aquaculture or farm-production context."
"186-596-930-137-19X","exclude","uncertain","historical_uncertain","Rainbow trout is explicitly studied, but the metadata do not clearly establish a commercial aquaculture or farmed-production context beyond use of a commercial basal diet."
"191-402-243-772-418","retain","uncertain","historical_uncertain","Rainbow trout is explicitly studied and aquaculture is mentioned as a research context/keyword, but the record does not establish that the specimens or study concern commercial or farmed production."
"192-084-273-787-026","","uncertain","new_uncertain","Rainbow trout is explicit, but the title does not clearly establish commercial aquaculture and may describe an experimental pen study in shrimp ponds."
"193-560-363-386-147","","uncertain","new_uncertain","Rainbow trout is explicitly identified, but floating net-cages alone do not establish commercial aquaculture because they may be experimental containment."
"000-120-189-403-969","exclude","uncertain","historical_uncertain","Rainbow trout is explicitly studied, but the metadata does not clearly establish a commercial aquaculture or farming context beyond feeding experimental and commercial diets."
"006-213-280-652-422","exclude","uncertain","historical_uncertain","Rainbow trout is explicit and the study uses a commercially available vaccine, but the supplied metadata does not clearly establish a commercial aquaculture or farming context."
"008-117-351-540-886","","uncertain","new_uncertain","The title identifies salmon but only indicates migration, while the abstract provides generic journal-level aquaculture information and does not establish that this work concerns commercial salmon aquaculture."
"009-406-165-020-155","retain","uncertain","historical_uncertain","The title identifies salmon but provides no evidence that the salmon are farmed or that the study concerns commercial aquaculture."
"010-031-451-015-40X","exclude","uncertain","historical_uncertain","Rainbow trout is explicitly studied, but the metadata describes a dietary laboratory exposure without establishing commercial aquaculture or farm-production context."
"010-221-110-102-182","exclude","uncertain","historical_uncertain","The record mentions salmon and Taiwanese aquaculture environments, but does not establish that the salmon were farmed or that the findings specifically concern salmon aquaculture."
"010-965-496-614-173","","uncertain","new_uncertain","The record concerns furunculosis but provides no explicit eligible salmon/rainbow trout species or aquaculture context."
"013-339-992-576-496","exclude","uncertain","historical_uncertain","The record identifies eligible Atlantic salmon (Salmo salar) and commercial food processing, but does not establish that the salmon or trout products originated from aquaculture."
"014-622-630-517-093","exclude","uncertain","historical_uncertain","Rainbow trout is explicit, but the metadata does not clearly establish a commercial aquaculture or farm-production context beyond testing commercial and autogenous vaccines."
"015-799-965-366-59X","exclude","uncertain","historical_uncertain","Rainbow trout is explicit, but the record does not clearly establish a commercial aquaculture or farm-production context beyond use of a commercial vaccine."
"019-696-086-900-243","exclude","uncertain","historical_uncertain","Rainbow trout is explicit, but the metadata only mentions commercial trout pellets as a diet and does not clearly establish a commercial aquaculture or production context."
"020-293-732-104-129","retain","uncertain","historical_uncertain","The study explicitly concerns rainbow trout, but the metadata do not establish that the experimental fish were farmed or that the work involved commercial aquaculture rather than a laboratory infection experiment."
"025-327-413-867-852","exclude","uncertain","historical_uncertain","Rainbow trout is explicitly identified, but the record does not establish that the fillets or gelatin originated from commercial aquaculture."
"025-860-807-986-032","exclude","uncertain","historical_uncertain","Pink salmon is an eligible species, but the record only identifies fish held in hatchery net-pens and does not establish commercial aquaculture rather than hatchery or stock-enhancement use."
"028-454-526-090-323","","uncertain","new_uncertain","The title mentions salmon management but provides no species-specific or commercial aquaculture evidence, and the incomplete title leaves the study context unclear."
"040-481-413-791-615","exclude","uncertain","historical_uncertain","The study uses salmon protein hydrolysate and discusses fisheries/aquaculture by-products, but does not establish that the salmon material originated from commercial aquaculture."
"051-867-384-257-43X","exclude","uncertain","historical_uncertain","Rainbow trout is explicitly studied, but the metadata do not clearly establish a commercial aquaculture or farming context beyond laboratory vaccination and feeding."
"065-438-252-716-035","exclude","uncertain","historical_uncertain","Rainbow trout is explicit and the study concerns dietary requirements, commercial diets, growth, feed efficiency, and reared trout, but commercial aquaculture or farming context is not explicitly established."
"066-712-581-954-136","retain","uncertain","historical_uncertain","The study clearly concerns salmon processing, but the supplied metadata does not establish that the salmon frames originated from commercial aquaculture."
"075-862-523-571-751","exclude","uncertain","historical_uncertain","The record concerns fresh salmon and its commercial marketing chain, but does not explicitly establish that the salmon originated from aquaculture or farming."
"086-090-474-227-103","exclude","uncertain","historical_uncertain","The study explicitly examines Atlantic salmon (Salmo salar) protein, but the supplied metadata does not establish a commercial aquaculture or farmed origin."
"088-129-014-193-246","retain","uncertain","historical_uncertain","Rainbow trout is explicitly studied, but the metadata only mentions a commercial diet and does not clearly establish a commercial aquaculture or farm-production context."
"088-664-528-724-918","","uncertain","new_uncertain","Rainbow trout and a commercial diet are explicitly studied, but the metadata do not clearly establish that the fish or study involved commercial aquaculture."
"090-646-617-628-031","","uncertain","new_uncertain","Atlantic salmon is explicit, but the metadata do not establish that the processed salmon originated from commercial aquaculture rather than wild fisheries."
"092-181-627-914-459","","uncertain","new_uncertain","Rainbow trout is identified, but “commercial” alone does not establish an aquaculture or farming context."
"095-905-416-841-050","exclude","uncertain","historical_uncertain","The record concerns commercially sold salmon caviar but does not establish that the salmon originated from aquaculture rather than wild fisheries."
"096-346-975-800-43X","exclude","uncertain","historical_uncertain","Atlantic salmon is explicit and seafood co-product processing is relevant, but the metadata do not establish that the salmon was farmed or derived from commercial aquaculture."
"103-066-162-591-082","","uncertain","new_uncertain","The record establishes slaughter of farmed salmonids but does not identify an eligible species such as Atlantic salmon or rainbow trout."
"117-830-007-635-048","exclude","uncertain","historical_uncertain","Coho salmon is explicitly studied, but the metadata only mentions a commercial fish diet and does not establish a commercial aquaculture or farming context."
"118-535-363-981-03X","retain","uncertain","historical_uncertain","The title explicitly identifies rainbow trout (Oncorhynchus mykiss), but the supplied metadata do not establish a commercial aquaculture or farming context."
"144-661-017-341-400","","uncertain","new_uncertain","Rainbow trout are explicitly mentioned, but the metadata does not clearly establish commercial aquaculture rather than general disease management, stocking, or hatchery contexts."
"149-614-505-105-298","","uncertain","new_uncertain","Rainbow trout is explicitly identified, but the supplied metadata do not establish a commercial aquaculture or farming context."
"153-934-366-504-754","retain","uncertain","historical_uncertain","Rainbow trout is explicitly identified and the study uses cages and diets, but the metadata does not establish that these are commercial aquaculture or production conditions rather than an experimental cage study."
"154-415-819-144-758","","uncertain","new_uncertain","Rainbow trout (Oncorhynchus mykiss) is studied and aquaculture is discussed as a major market source, but the metadata do not explicitly establish that the trout fillets were farmed or aquaculture-derived."
"156-192-896-003-104","","uncertain","new_uncertain","The abstract explicitly mentions a kinetic-dynamic model in salmon, but does not establish that the salmon are farmed or that the study concerns commercial aquaculture."
"182-766-753-824-565","retain","uncertain","historical_uncertain","Atlantic salmon is explicit, but the title does not establish whether the caged fish are in commercial aquaculture rather than an experimental setting."
"190-131-127-534-158","exclude","uncertain","historical_uncertain","The record mentions salmon fin clips and salmon breeding programs, but does not establish that these involve commercial or farmed aquaculture rather than another breeding context."
"001-521-261-117-320","","uncertain","new_uncertain","The record explicitly mentions salmon and the aquaculture industry, but does not establish that the tested salmon products were farmed or that the intervention concerns commercial salmon aquaculture."
"006-568-203-155-943","exclude","uncertain","historical_uncertain","The title explicitly identifies salmon and florfenicol quantification, but the supplied metadata do not establish that the salmon or drug use concerns commercial aquaculture."
"014-304-582-289-458","exclude","uncertain","historical_uncertain","The title establishes salmon/steelhead relevance but does not clearly establish commercial aquaculture, and “farm” may not refer to fish farming."
"018-273-500-741-938","","uncertain","new_uncertain","Rainbow trout and Atlantic salmon are explicitly studied, but the metadata do not clearly establish a commercial aquaculture or farming context beyond mentioning commercial fish species."
"023-335-863-688-269","retain","uncertain","historical_uncertain","Rainbow trout is explicit, but the Trout Research and Multiplication Centre is not clearly identified as a commercial aquaculture facility rather than a hatchery or research centre."
"025-763-067-881-213","exclude","uncertain","historical_uncertain","Atlantic salmon is explicit, but the metadata do not establish a commercial aquaculture or farmed-production context for the semen study."
"033-006-258-452-069","","uncertain","new_uncertain","Rainbow trout is explicitly studied, but the metadata do not clearly establish a commercial aquaculture or farming context."
"038-087-948-541-252","","uncertain","new_uncertain","The title identifies eligible coho salmon, but the supplied metadata do not establish a commercial aquaculture or farming context."
"045-107-467-925-801","retain","uncertain","historical_uncertain","Atlantic salmon are explicitly identified, but “caged” alone does not establish commercial aquaculture rather than experimental containment."
"045-439-335-140-341","retain","uncertain","historical_uncertain","The title explicitly mentions salmon and farms in the Northwest but does not establish that the farms are commercial salmon aquaculture operations rather than agricultural farms."
"049-518-967-962-109","exclude","uncertain","historical_uncertain","Rainbow trout is explicit, but the feeding trial and commercial diets do not clearly establish a commercial aquaculture or farm-production context."
"056-575-367-834-335","exclude","uncertain","historical_uncertain","Atlantic salmon is explicit, but the metadata does not clearly establish commercial aquaculture relevance beyond a vague reference to “river farmers.”"
"075-229-409-500-26X","","uncertain","new_uncertain","Rainbow trout (Oncorhynchus mykiss) is explicit, but the supplied metadata do not establish a commercial aquaculture or farming context."
"101-793-380-665-754","retain","uncertain","historical_uncertain","The study explicitly involves Chinook salmon eggs and hatchery incubation in an aquaculture-focused journal, but the supplied metadata does not establish commercial aquaculture rather than conservation or release hatchery use."
"107-635-764-744-640","","uncertain","new_uncertain","The record concerns salmon fillets and commercial color assessment, but it does not specify an eligible salmon species or establish farmed/aquaculture origin."
"117-942-320-819-376","","uncertain","new_uncertain","The record explicitly concerns Atlantic salmon and vaccine development, but the supplied metadata do not establish a commercial aquaculture or farming context."
"129-869-178-724-612","","uncertain","new_uncertain","Atlantic salmon is explicit, but aquaculture is mentioned only as general background and the study does not establish that the cells or research concern commercial farmed salmon."
"130-324-955-578-847","exclude","uncertain","historical_uncertain","The study explicitly examines chum salmon (Oncorhynchus keta) held in salmon hatchery storage/breeder cages, but the metadata do not establish commercial aquaculture rather than hatchery-based release or enhancement."
"142-276-875-914-435","","uncertain","new_uncertain","Rainbow trout is explicitly studied, but the metadata do not clearly establish that the processed fish originated from commercial aquaculture rather than merely being processed at a university farm facility."
"145-085-246-368-31X","exclude","uncertain","historical_uncertain","Rainbow trout is explicitly identified, but obtaining fish from a local commercial hatchery does not clearly establish commercial aquaculture relevance for this exposure experiment."
"149-614-653-373-016","","uncertain","new_uncertain","Rainbow trout is explicitly identified, but the supplied metadata do not establish a commercial aquaculture or farming context."
"154-099-301-088-606","retain","uncertain","historical_uncertain","Rainbow trout are explicit, but the study describes hatchery rearing without establishing commercial aquaculture or excluding non-commercial stocking/release purposes."
"166-063-967-837-694","","uncertain","new_uncertain","Aquaculture context is explicit through recirculating production facilities and trout feed, but the study identifies the fish only as “amber trout”/“trout” without establishing that they are eligible rainbow trout."
"177-354-762-789-86X","","uncertain","new_uncertain","Rainbow trout is explicitly identified, but the supplied metadata do not establish a commercial aquaculture or production context."
"189-753-028-890-350","","uncertain","new_uncertain","The title explicitly concerns aquaculture in Canada but does not identify Atlantic salmon, Pacific salmon, rainbow trout, or an explicit salmon-farming context."
"194-469-827-439-366","exclude","uncertain","historical_uncertain","Chum salmon is explicitly identified, but the title does not establish that the fish or virus monitoring concerns commercial aquaculture; “aquaculture” appears only as a broad poster-session topic."
"198-644-675-475-528","exclude","uncertain","historical_uncertain","Atlantic salmon are explicit, but holding them in cages alone does not establish commercial aquaculture rather than an experimental containment study."
"012-408-331-611-290","retain","uncertain","historical_uncertain","Rainbow trout (Oncorhynchus mykiss) is identified and studied as a commercialized food product, but the metadata do not establish farmed or aquaculture origin."
"015-981-521-985-18X","retain","uncertain","historical_uncertain","Chinook salmon is explicit, but the metadata do not establish a commercial aquaculture setting for the experimentally reared fry; aquaculture is mentioned only as a general context for disease losses."
"021-098-143-344-901","retain","uncertain","historical_uncertain","Atlantic salmon and a production-relevant dietary requirement are identified, but the supplied metadata do not explicitly establish a commercial aquaculture or farming context."
"021-383-295-456-024","exclude","uncertain","historical_uncertain","The study includes salmon species and farmed, farm-fed fish, but does not establish that the salmon fillets specifically were aquaculture-derived."
"024-083-204-032-117","retain","uncertain","historical_uncertain","Chinook salmon is explicit and fish were reared and studied for performance and composition, but the metadata does not clearly establish commercial aquaculture or farm-production context."
"028-317-174-421-377","","uncertain","new_uncertain","The study concerns tank-reared steelhead trout (a rainbow trout synonym), but the supplied metadata does not establish commercial aquaculture rather than experimental or hatchery rearing."
"028-385-429-795-050","retain","uncertain","historical_uncertain","Rainbow trout and an experimental feeding/growth trial are explicit, but the metadata does not establish commercial aquaculture or farmed production beyond experimental cages and raceways."
